,titles,replies,views,activity,category
555,Looking for an artist to create novel cover and thumbnail (unpaid),109,112,Dec '20,collaborations
556,Looking for a Beta Reader (Closed),1,144,Dec '20,collaborations
557,(closed) Artist looking for writer for creating BL or historical shoujo/josei webtoon miniseries around 2-4 episode,100,362,Dec '20,collaborations
558,Seeking Artist for a Webtoon,5,373,Dec '20,collaborations
559,"(closed) Artist (style shoujo-inspired, painterly) looking to collab with writer with one-shot",236,331,Dec '20,collaborations
560,Writer seeking character designers and colorists UNPAID,6,134,Dec '20,collaborations
561,Writer duo looking for Artist to draw High-octane battle Webtoon (Unpaid/earnings cut),316,109,Dec '20,collaborations
562,[Closed] Looking for colorist!,11,253,Dec '20,collaborations
563,2 Writers Looking for Artist for a Anime Inspired Fighting Web Comic (Unpaid),333,108,Dec '20,collaborations
564,Looking for animator for my two hour adventure script (Unpaid),2,403,Dec '20,collaborations
565,[CLOSED] Commissioned Book Cover (PAID),148,288,Dec '20,collaborations
566,Writer looking for HQ artist for BL Horror Supernatural Kpop webcomic unpaid 50/50 split,1,153,Dec '20,collaborations
567,Animator seeking writer (unpaid),161,1.1k,Dec '20,collaborations
568,Looking for an artist for a webtoon collab (UNPAID),25,186,Dec '20,collaborations
569,Artist Needed for Novel Artwork - Paid,355,296,Dec '20,collaborations
570,Looking for artist to join my Webtoon team to help out on a project. (UNPAID),3,135,Dec '20,collaborations
571,Seeking Artist for a Webtoon (Closed),134,404,Dec '20,collaborations
572,Artist Looking for Comedy/Action Scriptwriter for SuperHero Webtoon,4,172,Dec '20,collaborations
573,Q about posting for multiple creators,161,137,Dec '20,collaborations
574,Writer looking for an artist to collaborate (finished a whole story),4,126,Dec '20,collaborations
575,Anyone looking for shading/ flats assistant? (UNPAID),149,365,Dec '20,collaborations
576,Light novel writer looking for artist to collaborate with,5,203,Dec '20,collaborations
577,"Looking for artist (Unpaid, one shot)",264,162,Dec '20,collaborations
578,Yaoi Manga Team seeking manga background artist,47,176,Dec '20,collaborations
579,Writer looking to collab with artists,484,223,Dec '20,collaborations
580,Looking for a Colorist to join team! (Short- or longterm Collab),5,264,Dec '20,collaborations
581,Writer Looking For Artist To Collaborate On Webtoon,255,268,Dec '20,collaborations
582,Writter looking for an artist to collaborate with,1,199,Dec '20,collaborations
583,(CLOSED) GL Comedy looking for Editor [PAID],215,221,Dec '20,collaborations
584,Looking for a webtoon artist to collaborate on a new story together! (Not paid by me but any payment will be split 50/50) Read On! Trust me!,16,194,Dec '20,collaborations
585,(CLOSED)I have a script… now I need an Artists for this One-shot (Unpaid),258,228,Dec '20,collaborations
586,Any manga artists looking for a writer?(unpaid),4,472,Dec '20,collaborations
587,Fantasy writer looking for artist that would like to collaborate on a webtoon,154,162,Dec '20,collaborations
588,"Creating Creative Careers [Paid, Multiple Roles]",16,376,Dec '20,collaborations
589,BL comic/doujinshi artist looking for collab,292,226,Dec '20,collaborations
590,"Looking for Collaborators for The Newly Updated Fatal Moon! UNPAID, cut of all profits made",15,123,Dec '20,collaborations
591,Writer seeking artist to collab with for an Isekai project (CLOSED),453,222,Dec '20,collaborations
592,Looking for manga artist for Scarlet Branch,9,176,Nov '20,collaborations
593,Would a quick “test project” be useful in finding collaborators for your project?,447,152,Nov '20,collaborations
594,Any creators interested in cross-promoting with a “New Years Special” Collaboration?,7,954,Nov '20,collaborations
595,Guest Comic Artist (Paid),183,147,Nov '20,collaborations
596,Looking for Someone to Illustrate Characters [Unpaid],1,122,Nov '20,collaborations
597,Open for requests (low pay),140,144,Nov '20,collaborations
598,Story Board Consultant Needed(Unpaid),15,201,Nov '20,collaborations
599,Writer looking for artist for longer term collaboration (unpaid),237,218,Nov '20,collaborations
600,Need artist for my story,3,222,Nov '20,collaborations
601,Writer/Artist looking for bg artist for BL comic > Unpaid for now,181,219,Nov '20,collaborations
602,Artist looking for a writer to work on short comic (unpaid),1,418,Nov '20,collaborations
603,Aspiring writer looking for co-writer(s) and an artist on a literary series project (unpaid),130,869,Nov '20,collaborations
604,In need of an artist(unpaid),1,139,Nov '20,collaborations
605,Author in need (continue story),135,739,Nov '20,collaborations
606,Furry/Animal/Anthropomorphic animal characters cross promotion thread (drop your series banner and series link here too),3,150,Nov '20,collaborations
607,(PAID-NSFW) Writer looking to hire artist for crime/fantasy series inspired by Garth Ennis,182,125,Nov '20,collaborations
608,Send us your characters for a NY collab post,4,114,Nov '20,collaborations
609,Writer Looking To Help Artists/Scriptwriters,136,194,Nov '20,collaborations
610,Writer Looking for Artist for Book Cover (Anime style preferred),1,261,Nov '20,collaborations
611,New Year’s collab!,143,170,Nov '20,collaborations
612,Artist looking for Writer for manga/comic,10,655,Nov '20,collaborations
613,Writer looking to collaborate with an artist on GOBE [Rev-Share] [CLOSED],201,415,Nov '20,collaborations
614,Any artist interested in a collaboration?,4,164,Nov '20,collaborations
615,Map Commission (Paid),141,152,Nov '20,collaborations
616,Any manga artists interested?,3,278,Nov '20,collaborations
617,Looking for an experienced script writer for only the prologue! (Paid),216,177,Nov '20,collaborations
618,Super comic/manga team!(partnership),2,316,Nov '20,collaborations
619,Unpaid Looking for Writer for Comedy Takagi/Uzaki chan inspiration,172,143,Nov '20,collaborations
620,Writer looking for a comic artist (one of many),13,278,Nov '20,collaborations
621,Experienced Comic makers wanted(Done),239,229,Nov '20,collaborations
622,Anyone looking for a writer?,1,218,Nov '20,collaborations
623,Amateur Artist Looking for Writer to Collaborate With (unpaid),150,207,Nov '20,collaborations
624,Writer looking for an artist to draw my almost finished story,3,209,Nov '20,collaborations
625,Writer looking for someone to bounce ideas off of(No monetary payment),240,258,Nov '20,collaborations
626,Writer looking for an Artist for a Fantasy-Romance story (Unpaid),1,119,Nov '20,collaborations
627,Writer searching for artist (unpaid),133,134,Nov '20,collaborations
628,Anybody wanna OC collab?,6,559,Nov '20,collaborations
629,I’m looking for an assistant that can line my work digitally and fix any errors. (UNPAID),285,169,Nov '20,collaborations
630,Visual Novel Beta Reader(I can also be your beta reader),1,292,Nov '20,collaborations
631,Writer looking for artist for BL novel cover (Unpaid),156,118,Nov '20,collaborations
632,Looking for an artist for an on-going webtoon (unpaid),6,313,Nov '20,collaborations
633,Writer seeking Artist for a webtoon collab,144,269,Nov '20,collaborations
634,Writer looking for Artist and Writer/Editor for High Fantasy webcomic (UNPAID),5,482,Nov '20,collaborations
635,Writer looking for an artist for webtoon collab (closed),199,218,Nov '20,collaborations
636,Let me draw your Characters,1,284,Nov '20,collaborations
637,Line artist needed for a Webtoon(PAID),167,415,Nov '20,collaborations
638,Looking for artist (glamorous style),8,176,Nov '20,collaborations
639,"(closed for now) I need stuff to practice with - Give me your lineart, and I’ll color it",232,259,Nov '20,collaborations
640,Seeking Artist for Web Novel,14,267,Nov '20,collaborations
641,"Deadline: 2021.01.14, Watercolour Artist looking for Writer",250,315,Nov '20,collaborations
642,Looking for an artist for a webtoon series (PAID),8,226,Nov '20,collaborations
643,New artist for action comic (collaboration.unpaid),249,203,Nov '20,collaborations
644,"Rainbow Pop, Calliope Magazine’s lgbt focused branch, looking for members (and readers)",1,186,Nov '20,collaborations
645,[PAID] Looking for artist comfortable w/ GL/Yuri (SFW) in ‘anime’ style,149,351,Nov '20,collaborations
646,Looking for a webtoon artist to collaborate with (unpaid),1,126,Nov '20,collaborations
647,Artist looking for a novel to turn into Comic/Webtoon,114,358,Nov '20,collaborations
648,Writer looking for Artist to collab with (unpaid),7,273,Nov '20,collaborations
649,Welcome to Creator Tag!,283,199,Nov '20,collaborations
650,(CLOSED) [PAID] Writer Seeking Artist for Manga Style Webcomic,5,330,Nov '20,collaborations
651,French Artist looking for a writer for a webtoon,246,283,Nov '20,collaborations
652,Artist looking for a writer for a webtoon,8,300,Oct '20,collaborations
653,Writer available for any and all projects,179,169,Oct '20,collaborations
654,Artist looking for a writer for webcomic,1,298,Oct '20,collaborations
655,Looking for writer interested in Greek myth story to collab on,132,173,Oct '20,collaborations
656,(CANCELLED) Silent Manga Audition,1,266,Oct '20,collaborations
657,Need a good friend or two to be a beta reader for me,192,181,Oct '20,collaborations
658,Remake my cover [Unpaid],1,140,Oct '20,collaborations
659,Looking to commission an artist for a Book Cover/Thumbnail art [CLOSED],156,146,Oct '20,collaborations
660,PAID Writer looking for Artist (Fantasy Dark Themes Completed Series),3,214,Oct '20,collaborations
661,Closed - finished,199,366,Oct '20,collaborations
662,New writer potentially seeking an artist,9,265,Oct '20,collaborations
663,(CLOSED) Looking to hire ($) some beta readers,267,224,Oct '20,collaborations
664,Seeking Gore Artist and other Positions for Yaoi Horror Manga,15,209,Oct '20,collaborations
665,Asking for a chinese artist/friend/designer? whatever you want +minimal pay like ko-fi || Webtoon,630,317,Oct '20,collaborations
666,Looking for BL writer with oneshot story for making oneshot comic,1,123,Oct '20,collaborations
667,Writer looking for an artist to do a cover design [Unpaid],118,236,Oct '20,collaborations
668,(NO PAY) Writer looking for an artist to partner with on webcomic series,3,201,Oct '20,collaborations
669,Seeking Artist for Passion Project! [Unpaid],125,211,Oct '20,collaborations
670,"Heyy, I’m Looking for a liner possibly liner and flatter",5,197,Oct '20,collaborations
671,"Delete, please —",252,547,Oct '20,collaborations
672,Writer looking for a Co-Writer or 2,4,171,Oct '20,collaborations
673,*POSITION HAS BEEN FILLED - PAID! Writer looking for Artist for horror graphic novel,163,297,Oct '20,collaborations
674,Writer looking for a comic artist to work with! (UNPAID),1,235,Oct '20,collaborations
675,(UNPAID) Artist looking for Writer for Short BL Comic,212,172,Oct '20,collaborations
676,Co author in need (unpaid),1,156,Oct '20,collaborations
677,Artist Looking for Writer to Collaborate with!,120,929,Oct '20,collaborations
678,"Artist looking for a Writer! (Short-story, WEBTOON, Unpaid)",1,463,Oct '20,collaborations
679,Artist Looking for Writer - Any Profit will be 50/50,134,442,Oct '20,collaborations
680,Looking for Artist to Draw Children’s Book (Paid),1,310,Oct '20,collaborations
681,Anyone looking for a cell shading/color flat assistant?,93,163,Oct '20,collaborations
682,Looking for a manga/comic artist for a collab on a simple romantic slice of life story(writers also welcomed),4,230,Oct '20,collaborations
683,Artist needed for a GL manga(unpaid) writers can join too,360,233,Oct '20,collaborations
684,Looking for webtoon artists(UNPAID)…Action genre,1,148,Oct '20,collaborations
685,Lezhin artist finding a writer (PAID),183,746,Oct '20,collaborations
686,Collaboration Mega Thread,1,152,Oct '20,collaborations
687,Anyone looking for a comic assistant? (CLOSED),134,411,Oct '20,collaborations
688,Book Cover Request,1,208,Oct '20,collaborations
689,Artist Looking for temporary writer [UNPAID],127,290,Oct '20,collaborations
690,Anyone interested in combined comic project [CLOSED],13,197,Oct '20,collaborations
691,Writer looking for artist for BL novel [Unpaid] - CLOSED,538,187,Oct '20,collaborations
692,Writer looking for an artist (action/fantasy),3,281,Oct '20,collaborations
693,"Writer and Artist looking for a Colorist, semi-long term (Collaboration)(CLOSED)",215,343,Oct '20,collaborations
694,Does anyone needs a writer/editor for novelas or comics?,2,211,Oct '20,collaborations
695,Scifi/fantasy Audio drama series (artist needed) (unpaid),142,178,Oct '20,collaborations
696,Writer looking for writer - unpaid,1,201,Oct '20,collaborations
697,Looking for simple “Comedy/cute strip” type of story (CLOSED),148,179,Oct '20,collaborations
698,Writer looking for WEBTOON artist (Unpaid)/ supernatural mystery,3,194,Oct '20,collaborations
699,Do you need help with your comic? (PAID),127,213,Oct '20,collaborations
700,Sketcher/thumbnailer needed! [UNPAID],3,140,Oct '20,collaborations
701,Sketcher/thumbnailer needed for WEBTOON! [UNPAID],322,180,Oct '20,collaborations
702,Artist and Writer Willing to Pair with Comic Creator,1,235,Oct '20,collaborations
703,Looking for one Beta-Reader (not-paid),136,107,Oct '20,collaborations
704,Looking for an editor for my novella (Paid),6,368,Oct '20,collaborations
705,Looking for an artist (Paid Cartoon Style),356,290,Oct '20,collaborations
706,[CLOSED] Artist Looking for Dialogue Writer/Dialogue Assistant [UNPAID],2,268,Oct '20,collaborations
707,Any writers need an artist? (Unpaid),144,739,Oct '20,collaborations
708,Wanting to make a Webtoon Team (UNPAID),1,694,Oct '20,collaborations
709,Trying to figure out pricing for artist,156,192,Oct '20,collaborations
710,Search for an English editor for my comic [PAID - CLOSED],12,189,Oct '20,collaborations
711,"Looking for Artist for a sci-fi webtoon (unpaid, but all potential profit goes to the artist)",444,122,Oct '20,collaborations
712,Looking for an Artist for a romance Webtoon [UNPAID],4,148,Oct '20,collaborations
713,Important Bonus Message-Writer Seeking Artist To Make Mature Comic (Paid),234,205,Oct '20,collaborations
714,Artist seeking writer for web comic. [UNPAID],20,390,Oct '20,collaborations
715,Writer Seeking Artist To Make Mature Comic (Paid),379,176,Oct '20,collaborations
716,Looking for Comic Artist [Paid/Unpaid],3,221,Oct '20,collaborations
717,Looking for storyboard artists (mpreg),367,171,Oct '20,collaborations
718,Looking for a beta reader for Horror/Fantasy webcomic,31,186,Oct '20,collaborations
719,COLLAB looking fir an artist,811,197,Oct '20,collaborations
720,Looking for Art Buds who wanna chill and draw,9,218,Oct '20,collaborations
721,Long term collaboration in manga and webtoons!,285,353,Oct '20,collaborations
722,Looking for Co-writer and/or Co-artist to make a Webtoon!,1,195,Oct '20,collaborations
723,Seeking assistant artist (non paid hobby fun) [closed],119,193,Sep '20,collaborations
724,Looking for an writer to make a webtoon with cartoon style [Unpaid],10,195,Sep '20,collaborations
725,Looking for an Artist for Anime Spider-Man Inspired Comic! [Unpaid],417,136,Sep '20,collaborations
726,Looking for an Artist for Muppet-Inspired Webcomic! (Again) [Unpaid],3,142,Sep '20,collaborations
727,Does any one need a writer/editor for comic or novels,268,202,Sep '20,collaborations
728,Artist looking for a job!,3,273,Sep '20,collaborations
729,Looking for artist for a webtoon. Future webtoons profit split 70/30 artist,215,198,Sep '20,collaborations
730,Fan Art Trade 2020,10,368,Sep '20,collaborations
731,Writer looking for artists to help,173,181,Sep '20,collaborations
732,Writer Looking For Artist (UNPAID) Character Designs,1,164,Sep '20,collaborations
733,Writer looking for an artist as a collaborator (“BL”) (Paid by profit),89,290,Sep '20,collaborations
734,Collaborations % Writer / Artist,4,441,Sep '20,collaborations
735,"Hi I need a (unpaid)partner for a Harry Potter, Dramione fanfic",284,121,Sep '20,collaborations
736,Writer Looking For Artist(s)[Long-term][UNPAID],6,153,Sep '20,collaborations
737,(PAID) BL Novel Writer Looking for an Artist [CLOSED],163,429,Sep '20,collaborations
738,[PAID] Looking for Promotional Artist (BL),2,280,Sep '20,collaborations
739,Writer looking for an artist for a novel (unpaid) CLOSED,124,151,Sep '20,collaborations
740,[Closed] Writer seeking Artist (Supernatural/Action Comic),3,178,Sep '20,collaborations
741,Writer Looking For Artist (long term) Webtoon [UNPAID],115,242,Sep '20,collaborations
742,[Artist] Looking for work (Experienced),6,292,Sep '20,collaborations
743,Looking for an artist or/and writer for my comic (Closed),216,241,Sep '20,collaborations
744,Looking for buddies to help me create a Visual Novel (just for fun!),2,217,Sep '20,collaborations
745,(Paid) Writer looking for artist for a webtoons,152,242,Sep '20,collaborations
746,"Colorist found, give her some love! Faeries and Ents is looking for a COLORIST [PAID]",2,830,Sep '20,collaborations
747,Artist Looking for an Assistant Writer for a WEBTOON [Unpaid] [CLOSED],248,491,Sep '20,collaborations
748,"This is what it is. I will need a Co Writer and maybe two Artist. Unpaid, but you will get credit and control",1,265,Sep '20,collaborations
749,Vector WEBTOON- Looking for Artists,128,141,Sep '20,collaborations
750,Writer looking for an Artist (Long-Term),4,206,Sep '20,collaborations
751,Writer looking for an Artist - unpaid,312,126,Sep '20,collaborations
752,Any art collaboration for christmas or new year?,1,111,Sep '20,collaborations
753,Beyond Realms Comic - Need Script Writers (unpaid),129,306,Sep '20,collaborations
754,Artist Looking for Writer to Collaborate with (Unpaid),7,1.3k,Sep '20,collaborations
755,Hi i’m looking for a co-writer/script writer to help me with my comic [UNPAID],339,973,Sep '20,collaborations
756,[PAID] Looking for Webtoon Artist,1,283,Sep '20,collaborations
757,BL Novel Cover Artist Wanted [NON-PAID],198,200,Sep '20,collaborations
758,Artist looking for writer for short story (Unpaid),2,1.3k,Sep '20,collaborations
759,Deleted post ( need to rewrite it ),135,252,Sep '20,collaborations
760,Writer Looking for Artist - Any Profit will be 50/50,12,152,Sep '20,collaborations
761,Beginner artist looking for writer(s) for collaboration,315,271,Sep '20,collaborations
762,Writer seeking artist for long-term collab for Webtoon [PAID!],1,311,Sep '20,collaborations
763,[Closed] for Collaboration,130,302,Sep '20,collaborations
764,[HOW TO] Making Yourself an Irresistible Collab Partner,3,1.2k,Sep '20,collaborations
765,"Closed, thanks for the help!",207,173,Sep '20,collaborations
766,Webtoon Creators looking for Colorist! (Short- or longterm Collab),8,333,Sep '20,collaborations
767,(Paid) Wattpad writer looking for artist for webtoon comic,273,261,Sep '20,collaborations
768,Writer looking for Artist for a Fantasy/Romance Webcomic(CLOSED),1,181,Sep '20,collaborations
769,Trustworthy Manga and anime creator to create with!,146,296,Sep '20,collaborations
770,(Unpaid) writer looking for a artist,3,236,Sep '20,collaborations
771,Looking for manga writers to collab with,177,1.7k,Sep '20,collaborations
772,Inktober Art Trade!,6,323,Sep '20,collaborations
773,Looking a writers to make an anthology of One Shot Manga! Collaboration,200,158,Sep '20,collaborations
774,Writer looking for manga artist(unpaid),2,415,Sep '20,collaborations
775,Writer looking for artist/artists for a short term collab or a long term collab,155,320,Sep '20,collaborations
776,Artist Looking for WRITER with COMPLETED novel – PAID,4,366,Sep '20,collaborations
777,Looking for a writer for a short or long term project,170,239,Sep '20,collaborations
778,Looking a writer for make a One Shot Manga!,6,388,Sep '20,collaborations
779,Halloween 2020 Collab for Comic/Novel Creators!,236,515,Sep '20,collaborations
780,Closed-thanks everyone!,1,214,Sep '20,collaborations
781,(Unpaid) Writer looking for artist,95,208,Sep '20,collaborations
782,Writer Looking for Artist - Unpaid - Any profit will be (50/50),6,225,Sep '20,collaborations
783,Artist looking for a fantasy/comedy writer,265,388,Sep '20,collaborations
784,(Artist)Looking to collab on a short story with a writer,3,312,Sep '20,collaborations
785,Errant End of Chapter Fan Art-stravaganza! [CLOSED],176,1.1k,Sep '20,collaborations
786,Artist looking for a writer to collaborate with,4,819,Sep '20,collaborations
787,Writer Looking for several Artist(s) For A Fantasy-esque Graphic Novel Series (Unpaid),176,142,Sep '20,collaborations
788,👉 Artist seeking Writer [ Unpaid | Partnership | Closed ],3,988,Sep '20,collaborations
789,Need artist for upcoming web series for webtoon,121,420,Sep '20,collaborations
790,Writer / artist looking for another artist ! (Unpaid for now),6,150,Sep '20,collaborations
791,Writer seeking an artist to help create a comic pitch [PAID],208,394,Sep '20,collaborations
792,[CLOSED] Looking for Assistant Writer for a webcomic! [Unpaid],1,217,Aug '20,collaborations
793,Artist Looking for BL Writer (unpaid bc im not sure how to pay),127,581,Aug '20,collaborations
794,Looking for another comics for crosspromoting,6,140,Aug '20,collaborations
795,Need Art for Your Novel? (1 slot remaining!),284,191,Aug '20,collaborations
796,Noob artist looking for writer buddy (unpaid) {closed},3,308,Aug '20,collaborations
797,Writer looking to collab with artist on short comic (Unpaid),173,135,Aug '20,collaborations
798,Short/One-Shot Comic Collaboration | Unpaid/Practice/Split Ownership,9,160,Aug '20,collaborations
799,Need of a flatter?,292,273,Aug '20,collaborations
800,"New Writer Looking to Hire Webcomic Artist, Long Term",2,342,Aug '20,collaborations
801,The Museum - Comic Collaboration (Unpaid),237,162,Aug '20,collaborations
802,Writer Looking For Artist (unpaying),2,259,Aug '20,collaborations
803,Does anyone need help with colors? ½,135,175,Aug '20,collaborations
804,Fantasy/Romance Comic Collaboration,1,157,Aug '20,collaborations
805,Looking for a manga artist for a collab,131,214,Aug '20,collaborations
806,(CLOSED) SummerBoredom,1,251,Aug '20,collaborations
807,Aspiring Writer here looking for artists to help bring my story idea to life.(UNPAID/PAID WITH PROFIT),138,284,Aug '20,collaborations
808,Do you need an artist?,5,264,Aug '20,collaborations
809,Writer looking for an Artist for D&D-esque fantasy story (UNPAID),225,127,Aug '20,collaborations
810,Looking for a proofwriter (CLOSED),9,152,Aug '20,collaborations
811,Offering Free Cover Art for a novel!,192,163,Aug '20,collaborations
812,(Closed) So sorry,5,432,Aug '20,collaborations
813,Looking For Webtoon Writer (Unpaid)- (closed),166,227,Aug '20,collaborations
814,"[POLL] To artists, how much would you ask for in a paid collaboration?",6,179,Aug '20,collaborations
815,Writer looking for Artist. (Paid),211,286,Aug '20,collaborations
816,Looking for webtoon artist to chat and talk about possible collab,14,258,Aug '20,collaborations
817,Artist Seeking Editor [ FULFILLED],475,391,Aug '20,collaborations
818,Attention all comic creators age 14-17!,5,307,Aug '20,collaborations
819,Eager Writer Looking for Artist [Unpaid],179,320,Aug '20,collaborations
820,Writer looking for an artist for webtoon(unpaid),2,326,Aug '20,collaborations
821,"In search of Webtoon Artist (Fantasy, Action)[PAID]",202,330,Aug '20,collaborations
822,Looking for a Cover Artist [PAID],3,445,Aug '20,collaborations
823,Looking for an Artist for Muppet-Inspired Webcomic! [Unpaid],88,156,Aug '20,collaborations
824,I am a pretty decent writer looking for a artist for a webtoons comic,4,258,Aug '20,collaborations
825,Stardew Valley-type joint series?,187,215,Aug '20,collaborations
826,Any comic artists interested in cross-promoting or fanart?,7,136,Aug '20,collaborations
827,Previously published/accepted comic writer seeking artist for new Platform Short Comic Competition! (UNPAID),277,158,Aug '20,collaborations
828,Anyone needing an script/writing editor,3,247,Aug '20,collaborations
829,Looking for aspiring manga/webtoon writer to collab with,168,403,Aug '20,collaborations
830,"Looking for Comics or Novels to Voice, Dub, or Narrate",5,149,Aug '20,collaborations
831,Artist looking for more artists to team up on comic project,226,166,Aug '20,collaborations
832,If you need a manga/comic artist,2,208,Aug '20,collaborations
833,Book Cover Commissions,176,399,Aug '20,collaborations
834,Storyboard Artist Wanted (Unpaid/Paid in profit*),1,239,Aug '20,collaborations
835,Looking for a WEBTOON SCRIPTER! (Unpaid),115,260,Aug '20,collaborations
836,Writer seeking co-writer with visionary skills for webtoon in progress (unpaid),5,269,Aug '20,collaborations
837,I am an artist looking for a writer. Let’s collab and make a amazing graphic novel :D,263,2.0k,Aug '20,collaborations
838,In search of many artist for many stories(makes sense when you read),10,299,Aug '20,collaborations
839,Looking for an artist to help with my series,176,252,Aug '20,collaborations
840,I need someone to draw me very lewd anime girls [Paid],2,507,Aug '20,collaborations
841,Seeking cover/thumbnail/banner for my next novel - possible work trade?,160,122,Aug '20,collaborations
842,Looking for a background artist for a comic series (unpaid) (closed),7,132,Aug '20,collaborations
843,All visual novel programmers! I need your attention! (unpaid),210,170,Aug '20,collaborations
844,[Unpaid] [Looking for an artist or co-writer] Feels like making/joining a team to work on a series (or one-shot) [CLOSED],6,274,Aug '20,collaborations
845,(~Unpaid~) I’m in need of a novel cover (Closed),265,228,Aug '20,collaborations
846,Writer Looking for A Co-Writer (Partnership)[CLOSED],3,172,Aug '20,collaborations
847,Anybody need Ideas or any assistance with Writing?,343,176,Aug '20,collaborations
848,Looking for Manga artist (Paid Work),6,236,Aug '20,collaborations
849,Start by looking for an artist or by offering myself as a writer?,244,200,Aug '20,collaborations
850,A collaboration project-game-thing (Creator Tag),4,208,Aug '20,collaborations
851,Writer looking for a partnership,175,264,Aug '20,collaborations
852,Writer looking for an artist (unpaid unless you want to set up your own personal thing),1,250,Aug '20,collaborations
853,I want an artist for my fanfic novel,141,130,Aug '20,collaborations
854,Looking for a logo designer! [PAID],2,187,Aug '20,collaborations
855,[CLOSED] We’re looking for an artist! [Unpaid/paid in profit*],108,303,Aug '20,collaborations
856,Looking for an artist (unpaid) @{}@!,2,479,Aug '20,collaborations
857,Let’s start a light novel series together! (unpaid),199,146,Aug '20,collaborations
858,[CLOSED] Anyone need a proof-reader/typesetter?,5,221,Jul '20,collaborations
859,Anyone need an artist?,128,369,Jul '20,collaborations
860,Looking for a partner(artist)!,12,159,Jul '20,collaborations
861,Anyone in need of an artist?,239,428,Jul '20,collaborations
862,Writer looking for an Artist to work on a Graphic Novel (would pitch to publishers),1,149,Jul '20,collaborations
863,Everyone Can Help With My Next Episode,135,136,Jul '20,collaborations
864,Writer looking for an artist! (unpaid),3,165,Jul '20,collaborations
865,"Novelist, looking for an illustrator/artist for nsfw yaoi webcomic!",327,340,Jul '20,collaborations
866,Does anyone need an editor?,2,225,Jul '20,collaborations
867,Newbie Writer Seeking Artist for Longterm Paid Collaboration for Webtoon [PAID/CONTRACT] [CLOSED],141,379,Jul '20,collaborations
868,Artist finding novel for Lezhin comic and submission (PAID),1,583,Jul '20,collaborations
869,Can a mod close this? I finally found a proper place to search ^^,110,200,Jul '20,collaborations
870,Programmer looking for artist (unpaid),7,163,Jul '20,collaborations
871,Writer looking for an artist - Webtoon project (Unpaid),253,208,Jul '20,collaborations
872,Looking for an artist to make a comic (unpaid),3,222,Jul '20,collaborations
873,Searching the web for artists looking to work on a collaboration(unpaid),206,164,Jul '20,collaborations
874,Fantasy/Adventure-Drama Comic,19,394,Jul '20,collaborations
875,"Join our community driven webmagazine (comic authors, novellists and others) (Calliope)",529,495,Jul '20,collaborations
876,Freelance Animator Looking For Work,2,228,Jul '20,collaborations
877,[Unpaid] Looking for someone to create a book cover and thumbnail,118,272,Jul '20,collaborations
878,I’m looking for a job as an illustrator,3,367,Jul '20,collaborations
879,Looking for fellow comic artists to do collaborations with! [Details in post],213,198,Jul '20,collaborations
880,We’re organising a short story contest for novellists (Calliope),1,151,Jul '20,collaborations
881,"Writers, Artist, Animators needed for Series Pilot [PAID]",103,313,Jul '20,collaborations
882,[PAID] Looking for Writers for Series Pilot,6,192,Jul '20,collaborations
883,Looking for a willing artist/drawer [Unpaid] (unavailable/closed),249,268,Jul '20,collaborations
884,Writer Looking for Artist to collab with for Fantasy Webtoon with lion kin MC,1,227,Jul '20,collaborations
885,Artist doing lineart + color,98,180,Jul '20,collaborations
886,Webcomics Fanart - A Topic for the Ages,2,1.8k,Jul '20,collaborations
887,"Hey, we need you",271,467,Jul '20,collaborations
888,Artist looking for writer ( unpaid ),5,620,Jul '20,collaborations
889,20th Life of Corbin Dodge needs a new artist,184,134,Jul '20,collaborations
890,Writer looking for Artist for short comic (unpaid),2,166,Jul '20,collaborations
891,"Im bored, so let’s do a collab! (Unpaid)",114,406,Jul '20,collaborations
892,Writer Looking for an Artist for Long Term BL Action/Drama Webcomic [Paid] (Closed),1,173,Jul '20,collaborations
893,[unpaid] artist wanted for a slice of life Webtoon,116,144,Jul '20,collaborations
894,Artist Looking for Writer to Help With Creating a Short Webtoon (Unpaid),10,287,Jul '20,collaborations
895,Writer looking for artist for manga oneshot (unpaid),236,196,Jul '20,collaborations
896,[PAID] Author Looking for Webcomic Artist [Long-Term Collaboration],1,273,Jul '20,collaborations
897,Artist/Writer looking for work(help from or for another artist and maybe writer(this is a big maybe)) [Unpaid],145,309,Jul '20,collaborations
898,I’m Looking For An Artist For Two Projects. (Unpaid),6,180,Jul '20,collaborations
899,No longer available,294,396,Jul '20,collaborations
900,Writer looking for Artist to help turn action/adventure novel into comic(PAID),13,298,Jul '20,collaborations
901,"Looking for illustrator for micro-fiction (Instagram, unpaid)",425,190,Jul '20,collaborations
902,Took down the post,2,196,Jul '20,collaborations
903,Exceptional artist looking for ineffable writer,319,2.0k,Jul '20,collaborations
904,Artist looking for writer with an interesting story,5,872,Jul '20,collaborations
905,Comic artist looking for Writer,144,2.2k,Jul '20,collaborations
906,Hobbyist artist looking for writer to collab (unpaid),9,370,Jul '20,collaborations
907,I need your help,176,173,Jul '20,collaborations
908,English to English translator for comic dialogue wanted [UNPAID],2,528,Jul '20,collaborations
909,Dia De Los Muertos/Day of the Dead story,210,174,Jul '20,collaborations
910,Yet another new Writer looking for an artsy individual [UNPAID],1,222,Jul '20,collaborations
911,Searching for a manga/manhua artist or creator~,121,595,Jul '20,collaborations
