,titles,replies,views,activity,category
781,How’d you convert a sequence of numbers to an object?,320,151,Oct '20,off topic
782,"Joanna is back, baby",20,119,Oct '20,off topic
783,How to grow taller?,173,442,Oct '20,off topic
784,Recomend Webcomics made by Filipinos? I want to recommend some in a speech :D,9,2.9k,Oct '20,off topic
785,Does anyone watch Pekora or Korone?,579,114,Oct '20,off topic
786,Greetings! from me to you,31,93,Oct '20,off topic
787,OPPRESSION of opinions on stories/comments,180,194,Oct '20,off topic
788,How Much $$ Have You Made from Tapas?,12,15.4k,Oct '20,off topic
789,I teach- and my students are getting babies,208,1.2k,Oct '20,off topic
790,Silencing the inner critic,3,245,Oct '20,off topic
791,Age gap between young couple?,103,356,Oct '20,off topic
792,Songs That Describe Your Characters,8,102,Oct '20,off topic
793,What site do you use to make your portfolio?,80,101,Oct '20,off topic
794,Creepy “fan” demands change,12,621,Oct '20,off topic
795,PSA: Defend Net Neutrality!,118,3.9k,Oct '20,off topic
796,Why do people sell their babies?,17,578,Oct '20,off topic
797,"Readers and writers, what makes a scene truly heart-breaking or emotional?",292,381,Sep '20,off topic
798,Anyone else learning French?,13,633,Sep '20,off topic
799,"Wanna share this vid of one of my favorite youtubers, its really sad and inspiring at the same time",225,111,Sep '20,off topic
800,The “Joys” of Quarantine,12,634,Sep '20,off topic
801,What are your goals for 2021?,140,867,Sep '20,off topic
802,Studio Tapas Launches!,36,485,Sep '20,off topic
803,What’s Your Favorite Manga,430,351,Sep '20,off topic
804,"Have added a song to my comic, can you please check and see if it works?",17,643,Sep '20,off topic
805,What’s your favorite comfort food/meal?,529,418,Sep '20,off topic
806,Promote your COMICS and NOVELS here 2020!,27,4.7k,Sep '20,off topic
807,Novelist tries to draw,218,201,Sep '20,off topic
808,Haven’t been here in a while,15,204,Sep '20,off topic
809,Can I see your sketch vs final art?!,126,835,Sep '20,off topic
810,Show off your work spaces!,29,361,Sep '20,off topic
811,Simple appreciation vs what “I” would do,178,307,Sep '20,off topic
812,Monke in the sky,0,212,Sep '20,off topic
813,Onani Master Kurosawa and its Thematic Links to Dostoevsky’s Crime and Punishment,64,133,Sep '20,off topic
814,10 000 Ink Giveaway (November),28,141,Sep '20,off topic
815,Sharing Creepy/Scary Stories From Real Life,357,1.7k,Sep '20,off topic
816,"Share Your Thank You Cards (you can share your series here, too!)",27,322,Sep '20,off topic
817,Share your experience about moving out to a person who is about to so,462,355,Sep '20,off topic
818,Non-creative activities (that help you be creative),49,166,Sep '20,off topic
819,Being trusted with naming something,317,116,Sep '20,off topic
820,Paying for free stories! (Promotion/Read For Read),2,255,Sep '20,off topic
821,Pictures that you have drawn and really love,80,377,Sep '20,off topic
822,Anyone wanna start networking on Twitter?,15,400,Sep '20,off topic
823,My Honest Review On Toy Models (Body-Kun/Figma) youtu.be,375,474,Sep '20,off topic
824,Livestream (Artists),1,225,Sep '20,off topic
825,Please Check out My Servers!,98,104,Sep '20,off topic
826,"Happy Thanksgiving Everyone! If you’re eating good today, share your menu!",2,117,Sep '20,off topic
827,Click For a Surprise,98,253,Sep '20,off topic
828,Draw very good and satisfyingly - take a break - completely lose all memory on how drawing works,1,132,Sep '20,off topic
829,The Godship Topic,75,125,Sep '20,off topic
830,Twitter Follow for Follow,12,94,Sep '20,off topic
831,Why is this chicken looking sus?,284,218,Sep '20,off topic
832,What are you thankful for?,131,232,Sep '20,off topic
833,Personal “Character” Development,1.1k,410,Sep '20,off topic
834,New Webcomic Review on YouTube,3,150,Sep '20,off topic
835,Hollow Ugly Christmas Sweater Contest,84,124,Sep '20,off topic
836,Does Anyone still need ink? (CLOSED),42,175,Sep '20,off topic
837,Your OC’s impression of the OC’s above them! (Summertime edition),1.8k,1.2k,Sep '20,off topic
838,ASMR recommendations?,8,132,Sep '20,off topic
839,#inksgiving2020 1000 INK Giveaway (Promotion),147,438,Sep '20,off topic
840,I am Scured! Scured!,0,308,Sep '20,off topic
841,Post your pet pics!,82,191,Sep '20,off topic
842,The Wolf c-drama,7,228,Sep '20,off topic
843,Mature Warning shouldn’t hide the creator comment,228,252,Sep '20,off topic
844,Video Game Music for Concentration!,7,278,Sep '20,off topic
845,What do you think unleashed the 2020 apocalypse?,813,979,Sep '20,off topic
846,(Question for Traditional Artists) What do you use to outline drawings,3,1.1k,Sep '20,off topic
847,Unofficial Tapas Search (Tapasfans) Thread 2020,123,1.9k,Sep '20,off topic
848,Unusual Family Curses,14,122,Sep '20,off topic
849,If we’re gonna complain about necro threads,230,325,Sep '20,off topic
850,What useless information overtakes your brain?,21,353,Sep '20,off topic
851,Don’t forget to put a link to your comic/instagram/etc in your Tapas forums profile!,492,258,Sep '20,off topic
852,"Advice please, should I add a subtitle to the end of my comic’s name?",5,202,Sep '20,off topic
853,This Census is banned in Canada,81,381,Sep '20,off topic
854,What is your character’s Daemon?,33,461,Sep '20,off topic
855,Thank you! (And sorry) ((And shoutout)),275,146,Sep '20,off topic
856,TWENTYFIVE! (thank you + spam your work!),46,129,Sep '20,off topic
857,"Post a weird, funny or simply unique short video here!",434,12.3k,Sep '20,off topic
858,Share your comic or novel,10,467,Sep '20,off topic
859,How do I get more subscribers?,399,2.7k,Sep '20,off topic
860,Ask and answer questions,7,324,Sep '20,off topic
861,This poll is NOT for you,152,483,Sep '20,off topic
862,Songs that make you ;_; cry Q_Q,20,399,Sep '20,off topic
863,Share your favourite kisses!,185,205,Sep '20,off topic
864,Tell me your favourite webcomics,0,418,Sep '20,off topic
865,Nov 2020: you can schedule on webtoon!,70,428,Sep '20,off topic
866,Is divorce okay…?,37,3.0k,Sep '20,off topic
867,Show me your comic’s merch,1.3k,1.1k,Sep '20,off topic
868,Write a terribly written dating profile/review of the character above you!,24,157,Sep '20,off topic
869,Favorite BTS tracks,286,156,Sep '20,off topic
870,Paying for the Mature Versions of Previously Purchased Censored Comics,11,180,Sep '20,off topic
871,"If you have anxiety/depression, i can’t recommend this enough!",163,289,Sep '20,off topic
872,Please Post Baby Animal Pics,46,135,Sep '20,off topic
873,Left Twix or Right Twix?,558,375,Sep '20,off topic
874,Any discord servers for comic / manga / webtoon creators?,7,177,Sep '20,off topic
875,Describe your day job using memes,154,483,Sep '20,off topic
876,Message for all the victims throughout the countries who are involved in the strong typhoon Ulysses,12,103,Sep '20,off topic
877,Knitting and Crochet - Yarn Crafts,104,379,Sep '20,off topic
878,WOOOO reached my 25 subscriber goal :’),23,141,Sep '20,off topic
879,"Post Comics Under 1,000,000 Subscribers",270,6.1k,Sep '20,off topic
880,Impostor Syndrome and Self Criticism,6,198,Sep '20,off topic
881,Share your Fall/Autumn comics!,104,140,Sep '20,off topic
882,Introducing two online friendship circles to each other,10,99,Sep '20,off topic
883,My comic is only popular on laptops?,104,330,Sep '20,off topic
884,What attributes would your character have as a Pokémon?,64,205,Sep '20,off topic
885,Get Me To 25 subs For My BDAY PLEASEEE!,2.3k,135,Sep '20,off topic
886,Has anyone here been on the Deep/Dark Web? What was it like?,22,144,Sep '20,off topic
887,Now they made it awkward…X-Mas problems abound,278,300,Sep '20,off topic
888,Let’s play a little bit special version of the game “Who is this?”,14,128,Sep '20,off topic
889,Massive Backlog,147,122,Sep '20,off topic
890,Your OC’s impression of the OC’s above them! (Pre-christmas edition),31,655,Sep '20,off topic
891,Does Anyone Else Have Featured Novels Not Changing (web version),288,132,Sep '20,off topic
892,Thought Experiment. Creating The Best Society,0,120,Sep '20,off topic
893,What is your author/artist/online persona?,61,578,Sep '20,off topic
894,Let’s make a reference page for resources on how to make a board game of your comic,2,88,Sep '20,off topic
895,Question for this earning money through Tapas - how does Tapas pay you?,112,1.3k,Sep '20,off topic
896,Tell me 3 random words 👌,3,641,Sep '20,off topic
897,To Outline or Not to Outline: Planning VS spontaneity,876,288,Sep '20,off topic
898,"Too many OCs, too little time to draw them",32,228,Sep '20,off topic
899,What image from your comic can work as an emoji and/or meme?,204,364,Sep '20,off topic
900,Why don’t werewolves have beards?,15,270,Sep '20,off topic
901,What are the traits of a true friend?,3.4k,146,Aug '20,off topic
902,What’s some media so good it makes you angry?,1,288,Aug '20,off topic
903,Broken Characters in Romance,96,193,Aug '20,off topic
904,New forum category: Promotion,0,845,Aug '20,off topic
905,The evolution of your writing,88,202,Aug '20,off topic
906,Just got back from a vacation. Did you do anything this summer?,0,994,Aug '20,off topic
907,Do any of y’all have Animal Crossing Pocket Camp,68,91,Aug '20,off topic
908,Sweet boy was among the most popular comics last year and that makes me die inside,5,264,Aug '20,off topic
909,Let’s talk about my new comic idea [Discord Server],141,103,Aug '20,off topic
910,I cleaned my house again (with a vengeance),15,210,Aug '20,off topic
911,How to enable dark mode in app?,158,179,Aug '20,off topic
912,First Ever Hype?,10,285,Aug '20,off topic
913,"Closed Thread, thank you",217,221,Aug '20,off topic
914,What do you like about psychological stories,38,417,Aug '20,off topic
915,"10,000 ink giveaway (October)",275,213,Aug '20,off topic
916,What’s your comic’s theme song?,8,132,Aug '20,off topic
917,Share your Long Terrible Jokes,215,100,Aug '20,off topic
918,Allow for Colored Text in Novels?,21,2.2k,Aug '20,off topic
919,Explain this image,344,345,Aug '20,off topic
920,*creator* loved your comment - feature wish,3,254,Aug '20,off topic
921,What’s your favorite villain quote?,94,404,Aug '20,off topic
922,Need Help With Finding A Printer!,10,814,Aug '20,off topic
923,Starting a Scene,220,160,Aug '20,off topic
924,Let’s talk about booze,99,2.9k,Aug '20,off topic
925,Happy Videos To Make You Smile,1.0k,131,Aug '20,off topic
926,Who suffers from anxiety/panic disorder?,60,2.1k,Aug '20,off topic
927,Took me 3 months to make this troll. Hahahahaha,414,237,Aug '20,off topic
928,Anyone else had odd dreams because of the weirdness of this year?,44,246,Aug '20,off topic
929,Never beeen a fan of,356,309,Aug '20,off topic
930,Would You Want to Read More of This?,8,127,Aug '20,off topic
931,What do you procrastinate about?,155,395,Aug '20,off topic
932,"As an artist, an advice to writers looking for artists",22,838,Aug '20,off topic
933,Doubts about creating a Youtube channel,223,349,Aug '20,off topic
934,“Extreme Gloves” my glove,6,135,Aug '20,off topic
935,I Miss the Old Tapastic,137,619,Aug '20,off topic
936,Who’s your favorite horror host?,11,162,Aug '20,off topic
937,Niche But Useful Things You’ve Learnt,143,299,Aug '20,off topic
938,What’s Your Evil Kermit Thought?,6,625,Aug '20,off topic
939,What are your opinions on the Smackjeeves changes?,126,7.9k,Aug '20,off topic
940,What actually drives you to create?,24,494,Aug '20,off topic
941,(Near) End of 2020 Burnout?,196,343,Aug '20,off topic
942,I’m alive! (How about you others that have been quiet),7,267,Aug '20,off topic
943,Your worst dad jokes,92,452,Aug '20,off topic
944,Give me a superpower and I will explain how powerful it really is,8,386,Aug '20,off topic
945,Looking for these types of comics to read,175,279,Aug '20,off topic
946,What’s Your Punk?,17,362,Aug '20,off topic
947,Tapas and webtoon apps run on desktop (Linux),192,102,Aug '20,off topic
948,Getting Back in the Groove (Let me draw your OCs),50,458,Aug '20,off topic
949,Webtoon rating sucks,833,3.2k,Aug '20,off topic
950,Share Cursed images or memes you made with your webcomic characters,5,487,Aug '20,off topic
951,When your missing the comfort of a dog,433,124,Aug '20,off topic
952,How do you feel about self-inserts?,7,354,Aug '20,off topic
953,STAR WARS POLL 2020 (The 9 Movies),103,1.1k,Aug '20,off topic
954,Photoshop… No! -___-’,49,241,Aug '20,off topic
955,Free Image Slicer,304,12.8k,Aug '20,off topic
956,I VOTED EARLY (so proud) USA,23,380,Aug '20,off topic
957,Which would you rather take part in: a spelling bee or a vocab bee? (+poll~),169,112,Aug '20,off topic
958,Couples/Friendship Inspiration,8,224,Aug '20,off topic
959,Rate my story from 1 to 10,225,180,Aug '20,off topic
960,Post the MOST valuable comic book you have ever own/owned?,23,153,Aug '20,off topic
961,Top 5 songs that remind you of your comic/ novel,172,260,Aug '20,off topic
962,The Character Cookbook,8,352,Aug '20,off topic
963,Silly Worldbuilding Theories,76,155,Aug '20,off topic
964,Who wanna play Among Us with tapas fellas?,9,117,Aug '20,off topic
965,Twitch Streamers/Gamers here?,122,564,Aug '20,off topic
966,Webcomics with strong female lead?,36,11.1k,Aug '20,off topic
967,Gauging interest in another TAPAS Christmas Crossover Party,216,526,Aug '20,off topic
968,I’m not getting married today!,5,191,Aug '20,off topic
969,Looking for friends uwu,58,688,Aug '20,off topic
970,Underrated “failures”,17,701,Aug '20,off topic
971,Slowly building towards a Pokemon kick,160,254,Aug '20,off topic
972,Oh gosh oh jeez video games are drastic me from drawing and writing,114,171,Aug '20,off topic
973,Promote your story,890,757,Aug '20,off topic
974,Does anyone here use Twitch?,28,1.4k,Aug '20,off topic
975,Twitch channels?,693,1.6k,Aug '20,off topic
976,Art Streaming on Twitch,30,290,Aug '20,off topic
977,Writer Seeking Artists / Writers for Short Comics,192,447,Aug '20,off topic
978,JETX one year anniversary,20,106,Aug '20,off topic
979,Dumb problems while outlining comic pages,173,195,Aug '20,off topic
980,Anyone on Hiatus?,85,380,Aug '20,off topic
981,Scenario: You’re an alien invader,2.6k,129,Aug '20,off topic
982,Game: Rate the book cover above you,4,548,Aug '20,off topic
983,What’s your favorite song?,230,209,Aug '20,off topic
984,What other hobbies do you have other than making comics or novels?,33,588,Aug '20,off topic
985,When to End a Series? - Multiple “Seasons”,218,302,Aug '20,off topic
986,How to be creator with zero experience and zero skills,4,220,Aug '20,off topic
987,Turn your comic cover into a motivational poster… ♥,108,288,Aug '20,off topic
988,Your Villain Won!,47,763,Aug '20,off topic
989,Incredibly silly,257,319,Aug '20,off topic
990,Want to discuss your comics? Then this is the right place for you!,4,132,Aug '20,off topic
991,Share an excerpt from your childhood stories,130,142,Aug '20,off topic
992,Got any fun fish facts?,29,1.0k,Aug '20,off topic
993,How do you take care of your eyes? (Thanks all! I’m closing it),278,426,Aug '20,off topic
994,Halloween Thread! Does anyone here like to decorate their home for Halloween? Do you dress up? Info and pics would be great!,1,745,Aug '20,off topic
995,Does your comic/novel have a TV Tropes page?,87,270,Aug '20,off topic
996,Why are you here? + poll,0,585,Aug '20,off topic
997,This amazing 3-year progress!,71,171,Aug '20,off topic
998,Just posted a new chapter to Infinite Kid,8,80,Aug '20,off topic
999,Myers-Briggs characteristics (+ test link!),160,867,Aug '20,off topic
1000,Big webtoon artists on Tiktok?,16,151,Aug '20,off topic
1001,Promote your story with a song,337,416,Aug '20,off topic
1002,A Quick Apology to the Community,2,349,Aug '20,off topic
1003,Promote Others Stories,77,277,Aug '20,off topic
1004,"I drew my last food in 3 minutes, guess what I ate",2,134,Aug '20,off topic
1005,This is not a clickbait!,130,593,Jul '20,off topic
1006,Characters that were killed off too soon,7,265,Jul '20,off topic
1007,"KAW - Webcomics Discord Server, looking for new members!",284,954,Jul '20,off topic
1008,Feeling a little Anxious - Sick Day,53,125,Jul '20,off topic
1009,What’s the sickest remix you’ve ever heard?,749,260,Jul '20,off topic
1010,Recommend others Novels and Webcomics,11,329,Jul '20,off topic
1011,What’s your favorite Halloween activity?,109,205,Jul '20,off topic
1012,Spooky music anyone?,15,164,Jul '20,off topic
1013,Poll: Viewership vs Sub (Redirected poll from a former post),114,297,Jul '20,off topic
1014,Character Karaoke!,23,267,Jul '20,off topic
1015,Promotion for a promotion,207,111,Jul '20,off topic
1016,What do you create besides your comics\novels?,23,393,Jul '20,off topic
1017,"Without saying the name of your country, where are you from?",2.3k,1.0k,Jul '20,off topic
1018,Send dog pics so I can reach immortality,22,460,Jul '20,off topic
1019,What is everyone doing?,218,1.9k,Jul '20,off topic
1020,Do you have a TikTok account?,0,183,Jul '20,off topic
1021,"10,000 ink giveaway",58,177,Jul '20,off topic
1022,Remake a drawing you made as a kid,4,305,Jul '20,off topic
1023,What was the best concert you ever went to…? Share your story,91,249,Jul '20,off topic
1024,Poetry on Tapas,39,133,Jul '20,off topic
1025,Hi tapas! it’s tuesday,418,122,Jul '20,off topic
1026,"Okay, be 100% honest..Take-out/Delivery per month - GO!",4,422,Jul '20,off topic
1027,Contests for novelist? (Now with a poll),112,249,Jul '20,off topic
1028,Share your best recipes!,11,212,Jul '20,off topic
1029,Resource sharing: French online comics platform directory,158,222,Jul '20,off topic
1030,Free inks for Queer creators that make GL content,35,308,Jul '20,off topic
1031,Pinned Comments,1.6k,171,Jul '20,off topic
1032,Beware of scammers,14,653,Jul '20,off topic
1033,Underwhelming masterpieces,276,908,Jul '20,off topic
1034,Pirating / Scanlation FB Page uploading Tapas & Webtoon comics,79,356,Jul '20,off topic
1035,"Hey, anyone wanna play dnd?",572,165,Jul '20,off topic
1036,Anybody else here who is depressed?,23,626,Jul '20,off topic
1037,Restarting my Career on Tapas,173,368,Jul '20,off topic
1038,An idea for a possible rating system for Tapastic?,17,345,Jul '20,off topic
1039,Sad ending in Romance,235,229,Jul '20,off topic
1040,Weird Family Hobbies or Traditions,36,268,Jul '20,off topic
1041,I will check out your novel/comic,325,502,Jul '20,off topic
1042,Does anyone remember the existence of this kids book?,19,165,Jul '20,off topic
1043,Jens Richard in real life,148,2.6k,Jul '20,off topic
1044,"Things you didn’t like at first, but then years later you tried it again",26,305,Jul '20,off topic
1045,Birthday party 10.000 INK giveaway,274,266,Jul '20,off topic
1046,Tell me about your Oc’s!,32,246,Jul '20,off topic
1047,Show me your Mature comics!,402,2.3k,Jul '20,off topic
1048,Is 2020/COVID canon?,27,440,Jul '20,off topic
1049,Do you have a real mystery on your hands?,130,123,Jul '20,off topic
1050,Getting private spam mails,10,191,Jul '20,off topic
1051,Random series you may like,126,195,Jul '20,off topic
1052,When are y’all active? [Closed],6,269,Jul '20,off topic
1053,Post your roast!,215,347,Jul '20,off topic
1054,Webcomic promotion?,165,150,Jul '20,off topic
1055,Splitting Image End of Chapter Q&A!,772,114,Jul '20,off topic
1056,What insect would you be?,12,292,Jul '20,off topic
1057,"A light thought, but",236,212,Jul '20,off topic
1058,Language Buddies?,10,333,Jul '20,off topic
1059,Do You think “Slice of Life” (mainly in combination with Drama) is boring?,544,348,Jul '20,off topic
1060,Anyone have Manga just laying around?,67,100,Jul '20,off topic
1061,Funny Ideas to Name Things,421,152,Jul '20,off topic
1062,Anyone wanna roleplay?,359,167,Jul '20,off topic
1063,Anyone wanna play Dungeons and Dragons?,2.0k,114,Jul '20,off topic
1064,Okay….I wish…like really wish dogs could talk,48,643,Jun '20,off topic
1065,Giving away free ink,1.4k,288,Jun '20,off topic
1066,Our Top Fave Anime of the Last Year or So,38,241,Jun '20,off topic
1067,New scammer roaming around on Tapas?,367,235,Jun '20,off topic
1068,Give me a dragon’s breath attack and I will explain scientifically how it works,16,223,Jun '20,off topic
1069,The surprise thread ;),117,216,Jun '20,off topic
1070,Trying to remember a comic with my bad memory,80,112,Jun '20,off topic
1071,Ever been late updating?,592,249,Jun '20,off topic
1072,Doing the “which face are you” meme with your own comic’s art!,26,256,Jun '20,off topic
1073,Authors/comic writers/readers on twitter? [Closed],202,477,Jun '20,off topic
1074,Six Episodes… I’m jealous now. xD,11,381,Jun '20,off topic
1075,What is your favorite word right now?,194,287,Jun '20,off topic
1076,JK Rowling Cancellation,5,995,Jun '20,off topic
1077,Share your little accomplishments!,394,290,Jun '20,off topic
1078,I wanna play D&D rn lol,3,122,Jun '20,off topic
1079,How would your character react? (Role play) [CLOSED],158,269,Jun '20,off topic
1080,30 Subscribers celebration! Promote your work if you like. :D,24,115,Jun '20,off topic
1081,You Make Next Comic! (1 Month Anniversary Special),529,115,Jun '20,off topic
1082,Learning Korean,19,256,Jun '20,off topic
1083,Discord - Superhero genre comics,215,132,Jun '20,off topic
1084,Celebrating The first anniversary of my comic!,13,106,Jun '20,off topic
1085,September Birthdays anyone?,190,282,Jun '20,off topic
1086,"Dear Tapas, We need",32,376,Jun '20,off topic
1087,Nudity on Webtoon,360,16.9k,Jun '20,off topic
1088,I just uploaded the last chapter of my first novel! (Share your accomplishments!),4,166,Jun '20,off topic
1089,What are Your favourite tools for creating Novels/Comics?,83,264,Jun '20,off topic
1090,Vegan bullying makes me sad,19,1.5k,Jun '20,off topic
1091,Who else wants to cry right now for no reason?,173,188,Jun '20,off topic
1092,Post the most random line in your comic/novel,13,505,Jun '20,off topic
1093,Share your latest copy-paste (if it is your series you lose),182,357,Jun '20,off topic
1094,Lightbox Expo 2020,5,99,Jun '20,off topic
1095,"If you were an ice cream, what would you be?",79,274,Jun '20,off topic
1096,I’m tired. Relate anyone?,0,488,Jun '20,off topic
1097,Art Memes You Can’t relate to,66,400,Jun '20,off topic
1098,What are you planning to be for Halloween?,9,144,Jun '20,off topic
1099,Promote your work!,175,400,Jun '20,off topic
1100,D&D Gang Anyone?,15,3.6k,Jun '20,off topic
1101,Is there Dark mode?,287,344,Jun '20,off topic
1102,Its a Pillowfort follow train! (+invite keys),10,552,Jun '20,off topic
1103,All the mods are wonderful and lovely: A Thread,182,453,Jun '20,off topic
1104,Survey: Fanfiction platforms & metadata,6,125,Jun '20,off topic
1105,Seeking inspiration - Characters who swap from scary to sweet,78,220,Jun '20,off topic
1106,I want an explanation,55,680,Jun '20,off topic
1107,BL Creators Cafe! Come Join Our Discord Community~,522,1.0k,Jun '20,off topic
1108,What songs are you listening to?,2,121,Jun '20,off topic
1109,Don’t you wish there were more genre categories?,83,398,May '20,off topic
1110,Promote ur comics and share ur fav song,2,287,May '20,off topic
1111,Let’s post oddly satisfying videos (keep it clean!),146,527,May '20,off topic
1112,How was your day today?,4,157,May '20,off topic
1113,Supporting LGTBQ+ thread!,153,421,May '20,off topic
1114,Mooncake/mid-autumn festival?,17,168,May '20,off topic
1115,Tell me your opinions on my Webtoon // Promote yours if you want,311,483,May '20,off topic
1116,Exhausted 🦋 chill corner,13,343,May '20,off topic
1117,50 Subscribers Celebration - When has a fictional character looked completely different than you expected them to?,128,113,May '20,off topic
1118,What if your Comic was made into a Game?,8,156,May '20,off topic
1119,Finally reached 100 Subs after 1 Year! THANK YOU ALL SO MUCH :D,131,176,May '20,off topic
1120,Deleting Episodes?,5,200,May '20,off topic
1121,Little Sketch challenge: What did you wear right now?,108,154,May '20,off topic
1122,My fellow creators in East Asia - Are you okay from the typhoon?,117,113,May '20,off topic
1123,Nerd Stuff anyone?,2.8k,397,May '20,off topic
1124,"My new release schedule, feedback wanted",5,91,May '20,off topic
1125,"Need help finding a comic, which i can’t remember the name of",109,101,May '20,off topic
1126,Notice to Cartoon Network: Bring Back Thundarr Now,16,102,May '20,off topic
1127,When you made a reference sheet for a character but you accidentally draw them wrong but they look cute-,246,100,May '20,off topic
1128,The Positivity Thread,22,398,May '20,off topic
1129,Made it to Curated Weekly!,275,176,May '20,off topic
1130,Help me pick out which costume looks better for Halloween?,50,112,May '20,off topic
1131,I forgot how fun writing could be,572,221,May '20,off topic
1132,"Re-Order Episodes: or, why are we not allowed to control the presentation of our work?",20,279,May '20,off topic
1133,"What do you consider low, medium, and high tier in terms of subscribers?",346,496,May '20,off topic
1134,Y’all got any mythology themed/inspired stories?,52,338,May '20,off topic
1135,Finally hit 50 Subs,587,189,May '20,off topic
1136,What’s your favorite video game?,13,13.6k,May '20,off topic
1137,Twitter support,163,737,May '20,off topic
1138,#PatreonUnplugged lets promote our patreons,26,1.5k,May '20,off topic
1139,Cool things you guys use social media for,484,152,May '20,off topic
1140,New Update for a Silvertongue’s Tale!,21,89,May '20,off topic
1141,Just your Average Meme Monday Thread,184,283,May '20,off topic
1142,Your Latest Profile Picture,13,400,May '20,off topic
1143,"How to search for a musician, sound designer or singer-songwriter on the web?",239,104,May '20,off topic
1144,What are you reading right now?,2,250,May '20,off topic
1145,Share your most relatable comic,165,156,May '20,off topic
1146,1 away from 100!,7,292,May '20,off topic
1147,A weird thing I noticed in fandoms? Thoughts?,367,398,May '20,off topic
1148,Bad Advice Only,9,2.3k,May '20,off topic
1149,Testing somthing,101,126,May '20,off topic
1150,Why do we like formula writing so much?,16,470,May '20,off topic
1151,Edited A Silvertongue’s Tale,117,87,May '20,off topic
1152,Do you like ice cream?,4,467,May '20,off topic
1153,Characters and No Plot,97,571,May '20,off topic
1154,Describe Your MCs (Using Only Emojis),7,635,May '20,off topic
1155,"On my way to work - easy to read, slice of life/romance comics recommendations",130,451,May '20,off topic
1156,Writing Meme/Character Game,13,246,May '20,off topic
1157,What is a “Screen Printed” poster!,202,837,May '20,off topic
1158,Difference in daily vs weekly uploads,23,346,May '20,off topic
1159,#Hisnameisalex (20 Chr. smh),273,228,May '20,off topic
1160,How do you publish a novel?,83,2.0k,May '20,off topic
1161,I’m thinking of a Tapas card game,1.4k,288,May '20,off topic
1162,How do you get that cool little “Regular” thing next to your name?,20,199,May '20,off topic
1163,What do you get your INSPIRATION from? (Share),267,1.0k,May '20,off topic
1164,Like late 90’s early 2000’s easy listening songs? Share a few,12,184,May '20,off topic
1165,Who is your favourite character?,221,475,May '20,off topic
1166,Does anyone make a living at this?,7,359,May '20,off topic
1167,Favorite/Least Favorite Animated Shows?,229,4.3k,May '20,off topic
1168,Is it okay to switch main genres?,10,192,May '20,off topic
1169,I just realized a positive outlook on losing subscribers,210,441,May '20,off topic
1170,How long for you to get your first patreon supporter?,7,202,May '20,off topic
1171,Converting novels to audiobooks,121,203,May '20,off topic
1172,Let us make proper profiles here?,74,148,May '20,off topic
1173,Let’s see your word clouds,582,494,May '20,off topic
1174,Was this a mistake?,30,174,May '20,off topic
1175,Finish the sentence! (Game),294,189,May '20,off topic
1176,Looking for Promoting advices,96,287,May '20,off topic
1177,Do you guys know any discord servers I can join?,1.5k,243,May '20,off topic
1178,Discord Groups?,2,135,Apr '20,off topic
1179,Let’s support each other - Share your comics and describe your protagonist,153,261,Apr '20,off topic
1180,So I’ve hit a low point and it’s causing me to hold off on my comics,66,266,Apr '20,off topic
1181,Any Tapas Discords open for new friends?,554,260,Apr '20,off topic
1182,What’s your favorite food?,6,191,Apr '20,off topic
1183,How To Handle Failed Joint Projects,100,134,Apr '20,off topic
1184,How Do You Sleep?,29,387,Apr '20,off topic
1185,Have you ever built anything that’s going to be in your comic books now?,260,217,Apr '20,off topic
1186,Anybody open for cross promotions on webtoon?,7,259,Apr '20,off topic
1187,My work is gone,130,380,Apr '20,off topic
1188,Kinda sad to see lack of featured originals,6,273,Apr '20,off topic
1189,80 subs or under - let’s motivate each other and share our comics😁,128,249,Apr '20,off topic
1190,Finding a pattern in titles,7,241,Apr '20,off topic
1191,I just reached 25 subscribers! Q&A,224,174,Apr '20,off topic
1192,The greatest feeling of all is watching your Daily Views count go up,57,247,Apr '20,off topic
1193,Share your comic and write 1 sentence about yourself😁😁😁,481,207,Apr '20,off topic
1194,It’s the little (annoying) things in life,42,279,Apr '20,off topic
1195,Pet Peeve I Developed after becoming a writer,290,552,Apr '20,off topic
1196,The Absurdity Thread,4,484,Apr '20,off topic
1197,Careful - Being approached by suspicious profile,134,303,Apr '20,off topic
1198,Dating Other Artists: a discussion,12,3.8k,Apr '20,off topic
1199,A theory on Line Webtoon,204,9.4k,Apr '20,off topic
1200,So are sprite comics still a thing?,10,328,Apr '20,off topic
1201,Positivity Thread! How has Tapas helped you as a creator? 🥳🎉,174,438,Apr '20,off topic
1202,Trying to Follow More Tapas Writers on Twitter! Link it!,5,298,Apr '20,off topic
1203,Has anyone else notice this,125,321,Apr '20,off topic
1204,Anyone Here Ever Use Kickstarter To Help Your Comic?,10,124,Apr '20,off topic
1205,I need help finding a comic😭,125,115,Apr '20,off topic
1206,Tried to draw. What do you think?,14,141,Apr '20,off topic
1207,My comic just hit 100 pages and I’m stoked! Share your page/episode number milestones,149,123,Apr '20,off topic
1208,The most moral set of genie wishes?,7,197,Apr '20,off topic
1209,"(done, go away)",831,359,Apr '20,off topic
1210,"If you’re feeling down lately, just read this page, you’re welcome",3,167,Apr '20,off topic
1211,I wish there was a way to turn off the little red/green percentages,165,272,Apr '20,off topic
1212,Your World Map!,6,450,Apr '20,off topic
