,titles,replies,views,activity,category
351,My Birthday’s Coming Up In Ten Days,1.4k,468,May '16,events and challenges
352,FREE COIN comment contest BY 4 Scoops of Spoonz,7,6.7k,May '16,events and challenges
353,2017 Tapas(tic) Secret Santa Results!,438,3.6k,May '16,events and challenges
354,Webcomicry: A Blog About Webcomics and How to Make Yours Not Suck,9,3.1k,May '16,events and challenges
355,Minion Tales reboot,412,487,May '16,events and challenges
356,2017 Tapas(tic) Secret Santa Sign-ups! (CLOSED),6,6.3k,May '16,events and challenges
357,Lee mi comic Yití: El Rey de los Perros #1 en español. Feliz Navidad amigos y amigas de Tapastic!,395,827,May '16,events and challenges
358,Omegle chat with toby fox!,10,2.7k,May '16,events and challenges
359,Slugworld slug-scription drive 2K17! (prizes!),619,381,May '16,events and challenges
360,"Here we go folks, The 25 Drawings of Christmas 2017!",53,934,May '16,events and challenges
361,Inside the Tapas Creator Incubator,1.1k,1.1k,May '16,events and challenges
362,Guest Appearance Opportunity… FOR YOUR PETS!,0,2.1k,May '16,events and challenges
363,Infinity Spirit (Action Comic) Episode 13 released!,213,373,May '16,events and challenges
364,Create a Comic Event (1 Million Coin Grand Prize),24,4.9k,May '16,events and challenges
365,Infinity Spirit Episode 9 Released,730,384,Apr '16,events and challenges
366,The awesome 4 days challenge has begun! (closed)~,67,724,Apr '16,events and challenges
367,Tomato’s Halloween Party! [DRAWING EVENT],943,3.6k,Apr '16,events and challenges
368,We are recruiting beta testers!,5,457,Apr '16,events and challenges
369,Infinity Spirit Episode 5 released!,811,365,Apr '16,events and challenges
370,Infinity Spirit Episode 1,3,538,Apr '16,events and challenges
371,Tapas.io Twitter Box One Giveaway,234,6.8k,Mar '16,events and challenges
372,2017 Tapastic Secret Santa [SOON]…and MORE?,3,2.2k,Mar '16,events and challenges
373,RAFFLE - Halloween Event,331,520,Mar '16,events and challenges
374,Celebrity Baby Contest #3!,0,758,Mar '16,events and challenges
375,Come sit on our poll,340,937,Mar '16,events and challenges
376,Tapas Creator Incubator Announcement: UPDATE: THANK YOU!,2,35.9k,Mar '16,events and challenges
377,Are Ya Ready Kids? Inktober is Here! Show Me What Ya Got!,309,3.0k,Feb '16,events and challenges
378,Win Wacom Tablet (Inktober 2017 Challenge),22,477,Feb '16,events and challenges
379,“Banned Words” Challenge (Win 3000 Tapas Coins),836,2.0k,Feb '16,events and challenges
380,Does Tapas ever do any contests?,26,782,Feb '16,events and challenges
381,Celebrity Baby Contest #2!,1.9k,566,Feb '16,events and challenges
382,Rate The Comic Above You!,16,1.1k,Feb '16,events and challenges
383,Uploading pictures to novels… thoughts?,365,1.7k,Jan '16,events and challenges
384,Medibang X Shonen Magazine Manga Contest,0,656,Jan '16,events and challenges
385,Suggestion: Highlight the Tipping Comic?,189,516,Jan '16,events and challenges
386,Celebrity Baby Contest!,21,667,Jan '16,events and challenges
387,Raid My Character’s Social Media,1.2k,455,Jan '16,events and challenges
388,Who’s your most favorite Anime character? post a drawing of him/her!,8,1.9k,Jan '16,events and challenges
389,Challenge: Describe Your Comic/Novel in One or Two Words!,686,3.2k,Dec '15,events and challenges
390,New OC Contest -WintreKitty Contests,16,1.1k,Dec '15,events and challenges
391,Who’s hyped up for SSB4?!,420,1.0k,Dec '15,events and challenges
392,Tapas Job Posting: Comics Editor/Producer,59,3.4k,Dec '15,events and challenges
393,Tapas Job Posting: Chinese/English Translators + Type-Setter Positions [CLOSED],1.6k,1.9k,Dec '15,events and challenges
394,I’ll put you in my graphic novel. Apply inside!,0,1.4k,Nov '15,events and challenges
395,Comment event on my comic page!,224,794,Nov '15,events and challenges
396,Get your comic the TOP! Vote on TWC - May registration,0,7.2k,Nov '15,events and challenges
397,Aaaaaand GO! Craziness is ensuing RIGHT NOW! The most EPIC Tipping Event we could muster,190,13.5k,Nov '15,events and challenges
398,How much have you tipped so far?,13,2.0k,Nov '15,events and challenges
399,Are you going to London Comic Con May 22-24?,539,2.4k,Nov '15,events and challenges
400,Making Art and Using Mass Media to Fundraise for Real Causes,7,498,Nov '15,events and challenges
401,Tapastic Tourist Trade ‘17 Sign Ups (CLOSED),406,2.0k,Nov '15,events and challenges
402,Jump Universal Manga Contest,23,1.9k,Nov '15,events and challenges
403,Worldbuilding June,908,357,Nov '15,events and challenges
404,One Shot Challenge at Ciayco Comics,4,420,Nov '15,events and challenges
405,MAGIC Manga Contest,291,834,Nov '15,events and challenges
406,Celebrations with a Worldwide Giveaway!,37,940,Nov '15,events and challenges
407,Orginal Art Giveaway 1.5 K!,1.3k,634,Nov '15,events and challenges
408,WintreKitty Contests,21,354,Nov '15,events and challenges
409,Webtoon Tales: Fight for the Tooniverse is here!,1.5k,921,Oct '15,events and challenges
410,Tapastic Mashup! All Star Fighters [Expressions of Interest],2,5.2k,Oct '15,events and challenges
411,Tapas Mixer September 1st or 2nd,293,1.0k,Oct '15,events and challenges
412,Why is there none web comics on Tapastic?,15,1.0k,Oct '15,events and challenges
413,Make Mine Indie Interviewing Tapastic! Wanna Participate?,623,1.1k,Oct '15,events and challenges
414,Tapas 30-Day Writing Challenge!,17,6.5k,Oct '15,events and challenges
415,Amazon UK “Storyteller” $20k Pound Sterling Contest,519,794,Oct '15,events and challenges
416,Just a little announcement: Our 1st edition manga is almost ready!,48,721,Oct '15,events and challenges
417,Wonder Lane: looking for guest characters!,1.8k,2.6k,Oct '15,events and challenges
418,Gest Webcomic Fan Art Contest!,57,458,Oct '15,events and challenges
419,Free drawing Giveaway,1.8k,463,Oct '15,events and challenges
420,Caption Contest for Coins!,1,2.1k,Oct '15,events and challenges
421,"Design a Comic Event (50,000 Coin Grand Prize) [FINISHED]",384,3.5k,Oct '15,events and challenges
422,Cover Art Trades 2017 Gallery,0,1.5k,Oct '15,events and challenges
423,ONE DAY ONLY: Get 50% of the coins you tip back as Bonus Coins,199,4.8k,Oct '15,events and challenges
424,Cover Art Trade 2017 Sign Ups,1,2.9k,Oct '15,events and challenges
425,Become a ghost for Heroes of Thantopolis’s second Tapastic anniversary!,471,3.9k,Sep '15,events and challenges
426,Comic of the Week Promotion Idea,115,1.1k,Sep '15,events and challenges
427,Share your Valentine’s Day themed Episode,3.4k,3.7k,Sep '15,events and challenges
428,Radio Silence’s 1k Subscriber Giveaway!,17,444,Sep '15,events and challenges
429,FANtastic Friday: 1 Day 1M Coins Tipped Goal (02/03/17),946,6.0k,Sep '15,events and challenges
430,Tapastic Blind Date Art Trade sign ups! (CLOSED),0,4.4k,Sep '15,events and challenges
431,The 3rd Annual Time Gate Shipping Stream - Want a Shout-out?,219,586,Sep '15,events and challenges
432,"Cannot upload images PERIOD, workarounds not working",44,1.0k,Sep '15,events and challenges
433,What Convention are you going to?,1.0k,1.3k,Sep '15,events and challenges
434,Hourly Comic Day 2017 roundup!,19,1.2k,Sep '15,events and challenges
435,Found another spambot,752,794,Sep '15,events and challenges
436,Sexy Art Challenge - January!,21,1.8k,Aug '15,events and challenges
437,North Texas Comic Show,1.7k,600,Aug '15,events and challenges
438,Infinite The Journey - Kickstarter Now Live!,56,1.3k,Aug '15,events and challenges
439,Live Stream Events,1.5k,2.5k,Aug '15,events and challenges
440,Secret Santa 2016 PRESENTS!,89,4.4k,Aug '15,events and challenges
441,❆ Taps Holiday Collab 2016 - Last Day Collabs from the Community❊,2.1k,7.8k,Aug '15,events and challenges
442,Wednesday7 Art Raffle! (CLOSED),101,825,Aug '15,events and challenges
443,Grim The Reaper: What Does He Look Like? (Contest),1.5k,787,Aug '15,events and challenges
444,Sexy Art Challenges! - any interest?,32,2.5k,Aug '15,events and challenges
445,Tapsters vote on Topwebcomic (Full) - December 2016,843,4.2k,Aug '15,events and challenges
446,Become a character on my webcomic,11,699,Aug '15,events and challenges
447,2016 Tapastic Secret Santa,444,4.8k,Aug '15,events and challenges
448,Holiday Collab 2016 [And how you can participate],13,6.0k,Aug '15,events and challenges
449,"Streaming, Need some warmup sketch ideas!",448,1.3k,Aug '15,events and challenges
450,Heroic Shenanigans Christmas Giveaway! Win a book!,7,1.1k,Jul '15,events and challenges
451,The positive feedback thread!,511,2.3k,Jul '15,events and challenges
452,TWAW Hiatus Q&A!,1,587,Jul '15,events and challenges
453,Web Comic Secret Santa Exchange 2016,300,866,Jul '15,events and challenges
454,Is there an API for Data that is already publically available?,21,1.6k,Jul '15,events and challenges
455,Selling my Cintiq 12WX,583,456,Jul '15,events and challenges
456,Medibang 2nd Manga Contest,24,1.4k,Jul '15,events and challenges
457,Let’s make a WITCH playlist! (for prizes),748,1.8k,Jul '15,events and challenges
458,Tapsters vote on Topwebcomic - November 2016,4,4.1k,Jul '15,events and challenges
459,Tapactivity 2! Where In The World…?,301,3.2k,Jul '15,events and challenges
460,Tapastic Battle Royale Art Trade Sign-ups,1,3.8k,Jul '15,events and challenges
461,Tapasween Gallery 2016!,328,1.3k,Jul '15,events and challenges
462,USA Artist and Readers! GO VOTE!,141,410,Jul '15,events and challenges
463,My Drawtober 2016 Journey,6.7k,894,Jun '15,events and challenges
464,November MASC: 50s Lifestyle Illustration,62,440,Jun '15,events and challenges
465,2016 Secret Santa MAYBE?,3.4k,2.0k,Jun '15,events and challenges
466,Tapastic’s Secret Santa! [all assignments given out!],16,5.5k,Jun '15,events and challenges
467,(TRICK OR TREAT PROMO) Your Tapas Media doorstep is right HERE for Halloween!,1.1k,4.1k,Jun '15,events and challenges
468,Post your ‘Happy Halloween’ webcomic art!,39,2.8k,May '15,events and challenges
469,Inktober 2016 on Tapastic,995,4.8k,May '15,events and challenges
470,October Monthly Art Style Challenge: Pixel Art,0,3.9k,May '15,events and challenges
471,"StArt Faire Halloween Contest! [Deadline Oct. 29, 2016]",239,899,May '15,events and challenges
472,"Radio Silence fall 2016 giveaway! Free books, art, and more!",1,823,May '15,events and challenges
473,The Monster Mutator Game!,251,1.8k,May '15,events and challenges
474,2016 Excellence in Webcomics Awards,6,1.7k,May '15,events and challenges
475,My comic’s a Video?,345,908,Apr '15,events and challenges
476,Fanart Contest- Win a physical copy of the comic!,3,420,Apr '15,events and challenges
477,Free things at Conventions,291,762,Apr '15,events and challenges
478,1000 GUEST COMIC SPECIAL! (Still Open!),16,836,Apr '15,events and challenges
479,Tapsters vote on Topwebcomic - September 2016,572,3.2k,Apr '15,events and challenges
480,September Monthly Art Style Challenge: Art Nouveau,0,4.2k,Mar '15,events and challenges
481,Fanart Contest?,203,885,Mar '15,events and challenges
482,October is Breast Cancer Awareness Month: Lets Draw Some Slogans to Help Spread Awareness,4,713,Mar '15,events and challenges
483,Trivia and Art Giveaway,338,436,Mar '15,events and challenges
484,Tapastic Collaboration - Pokemon Go,10,2.5k,Mar '15,events and challenges
485,Halloween activity on Tapastic perhaps? (Tapasween),431,2.6k,Feb '15,events and challenges
486,"Is anyone in Stockholm, Sweden doing 24 hour comics?",9,885,Feb '15,events and challenges
487,Comic Contest until October 31st,322,483,Feb '15,events and challenges
488,Hey SF! Sunday October 2nd: APAture Comics & Illustration Showcase at SF Public Library,4,512,Feb '15,events and challenges
489,Subscription Giveaway,360,809,Feb '15,events and challenges
490,Whats a good contest prize?,6,561,Feb '15,events and challenges
491,When do you know you’re ready to table at Con?,474,1.5k,Jan '15,events and challenges
492,Cannot Change Sharing Thumbnail,8,799,Jan '15,events and challenges
493,Preemptive SPX Thread–Are you going?,288,635,Jan '15,events and challenges
494,Art Drop Day 2016 - A Real Life Event,0,1.0k,Jan '15,events and challenges
495,Anyone going to the San Francisco Comic Con this weekend?,214,664,Jan '15,events and challenges
496,Tapsters vote on Topwebcomic - August 2016,150,3.3k,Dec '14,events and challenges
497,CrossOver Comic Giveaway!,11.5k,422,Dec '14,events and challenges
498,LIVESTREAM THIS FRIDAY (I’m not dead (yet)),8,2.9k,Dec '14,events and challenges
499,Farewell to Bleach,379,3.4k,Dec '14,events and challenges
500,Your OC modelled in clay! Shades Of Men 4 Year Anniversary,7,2.7k,Dec '14,events and challenges
501,"Homecoming, Thank you Tapastic",469,532,Dec '14,events and challenges
502,Meet up at Otakon?,17,1.6k,Nov '14,events and challenges
503,Anyone going to NY Comic Con 2016?,1.3k,1.1k,Nov '14,events and challenges
504,Anyone heading to Leeds “Thought Bubble” Comic Con this autumn?,25,766,Nov '14,events and challenges
505,SUMMER OF TAPAS! (Beach Episode Prompt!),1.3k,2.0k,Nov '14,events and challenges
506,Tapsters vote on Topwebcomic - July 2016,162,3.0k,Nov '14,events and challenges
507,Tapastic Cosplay Art Trade Sign Up,11.9k,3.0k,Oct '14,events and challenges
508,Forum Game: Judge My Art!,6,1.2k,Oct '14,events and challenges
509,Nineteen feared dead in Japan After Knife Attack,923,1.8k,Sep '14,events and challenges
510,"CONTEST! Free full body and half body colored commissions, plus black and white sketches!",243,406,Sep '14,events and challenges
511,Your characters in LT,5.7k,1.8k,Sep '14,events and challenges
512,It’s After Hours’s first anniversary (soon)! Um … help?,4,479,Jul '14,events and challenges
513,Free Raffle in celebration of 100th subscriber + Periscope Art Stream,534,428,Jul '14,events and challenges
514,Accomplishment one met <3(what should I do for it),8,546,Jun '14,events and challenges
515,Write it - I draw it! Celebrating Chapter 8!,548,1.7k,May '14,events and challenges
516,Comic promotion on 3d Pj’s,1,1.4k,May '14,events and challenges
517,Tapsters vote on Topwebcomic - June 2016,370,3.3k,Mar '14,events and challenges
518,Comic Contest (~July 31st),21,587,Feb '14,events and challenges
519,Valentine’s Day Secret Admire 2016 Gallery,985,3.3k,Feb '14,events and challenges
520,Anime Expo 2016,38,403,Jan '14,events and challenges
521,Gesture Drawing Challenge,1.5k,1.1k,Jan '14,events and challenges
522,Free drawing for Top Commenter! by itsJey,146,1.3k,Nov '13,events and challenges
523,Alien OC competition,4.1k,1.1k,Nov '13,events and challenges
524,ART RAFFLE! Anyone interest? (open),16,689,Oct '13,events and challenges
525,Support Grid - motivate each other!,931,1.6k,Oct '13,events and challenges
526,Tapsters vote on Topwebcomic. Crank your rank up! (CLOSED),4,6.4k,Oct '13,events and challenges
527,Anime movie trailer1,597,643,Oct '13,events and challenges
528,"Streaming Brujagh’s next page, drop by and say hello!",73,715,Sep '13,events and challenges
