,Topic Title,Category,Tags,Leading Post,Post Replies,Created
205,How do I put that big banner thingie at the top of my comic in Webtoons?,Answered,[],"I have a big problem with my webcomic in the Webtoons contest and I think it's affecting how many users I attract. I don't how to put up that banner thingie at the top. I tried editing, checking my account settings, but I can't find where to put it anywhere. What do I do?
Look at the picture below to see what I mean. It's the banner picture that shows at the top. I don't have one and can't figure out how to put one up.

Capture.JPG1721x586 84 KB
","[""I think that's a feature for featured comics. I checked a bunch on Discover and they all are like yours is.\nI can surmise that (if the it's the Jekyll and Hyde one) there hasn't been an update to it at all. It looks like an abandoned comic at this point, so no point in reading it."", ""That's for featured comics only so you can't add it to a normal discover comic."", ""It's not abandoned. It's part of a contest. It said to put up a minimum of 4 chapters so I only put up that. I don't want to put up too much or I won't have enough to put up in the contest. But... maybe I should up ONE chapter."", 'I fixed up my Webtoons mirror so that it is up to date. I doubt that I will be one of the big winners now.']",8/24/2018 9:50
206,Webtoon Ad Revenue Error,Answered,[],"Hi guys, I'm a creator on Tapastic and Webtoon. As you may know, webtoon ended the pledge and started the Ad Revenue. I was wondering if anyone tried it yet and the application actually went through. It seems like when I apply my series for the program, it did not responding. I try emailing their Ad help email, but my email came back saying it failed and not finding the link. I've been searching for answers. I thought that it is new and that why it is not working. I waited and tried again each week, but nope, nothing...If anyone able to help or let me know what is going, that would be amazing! ","[""Any screen shot? or  Did webtoon emailed you the notice of rejection of your approval??? I had the same problem before but then it was resolved immediately. They emailed me that my webtoon was rejected because I deleted the webtoon on their platform which is not. So I emailed them and clarify that I didn't delete my webtoon. And they emailed me immediately that It was their mistake and then they told me that I just simply re-apply for reviewing my webtoon."", ""Try to check on this forum, Aug 18 i posted my problem. I hope this will help you\n\nAd rev available on webtoon!\n\nSigh, I have been rejected by Webtoon Adsharing, I don't know the reason."", ""Thank you so much! I was having problem sending my application for approval, the agreement page. Seem like I have to change my Adblock. Before I changed the setting, it didn't allow to process my application agreement. It finally work and waiting for their reply. Omg, I hope they won't reject mine. I know if there any like copyright stuff, they will rejected it. Keep trying and hopefully they accept your.""]",8/23/2018 14:29
207,Something’s wrong with my Webtoon’s stats,Answered,[],"
S80731-131455.jpg1280x720 98.3 KB
 
Ive updated yesterday and now that the day has reset and the views were tallied, I suddenly have a zero PV for yesterday. Its not like my webtoons new and the subs not enough to put a number into it but look what it was... A zero. Any thoughts on why this is?","['You just need to wait around 30 minutes after they resetted the day for Webtoon to calculate your views. Have you checked it again?', 'Just checked and your right! Thanks . How do I even delete this post? Hope it wont mislead other people...']",7/31/2018 3:22
208,"Accidentally entered webtoons contest, got a question",Answered,[],"Hello guys! Today I released my new webcomic The One That Got Away on both here4 and on webtoons13. But it seems like I clicked the ""enter the contest"" button on webtoons by mistake. I actually don't want to enter the contest, nor does my comic meet the requirements
I cannot unclick that button unfortunately. Now I'm wondering: will there be any negative consequences for this? Should I re-upload all of it? Will webtoons delete my comic? Etc etc
What do you guys think? Thank you!","[""I think there isn't any problem. Since you don't meet the requirements they will not consider you for the contest and I doubt webtoons will delete your comic for this. I wouldn't re-upload it."", ""@naoro_san, then I don't need to worry!  Thank you for giving your 2 cents ""]",7/20/2018 7:04
209,So I’m trying to find a comic,Answered,[],"It may've been an anthology of scandinavian folklore? One of the stories was a woman tricking a forest god into teaching her magic in exchange for her telling him how she stayed dry in the rain, another was a mother giving away her son to an old dude and they made a deal that if she came back in a few years she could take her son back. Problem was the dude transformed her son into a bird and put him in a bird cage with other same-looking birds. All he said was ""you're his mother, you should recognize him"" or something.","['This one?\n\n\ntapas.io9\n\n\n\nSlavonica :: Deal   | Tapas\nStory of the First Slavic Witch and fooled Weles.\n\n\n\n\n\n', ""AHHHHHH THANK YOU I've been searching for that omfg"", ""You're welcome. I figured it sounded familiar from your description."", ""Yesss. I found it on Tapas app's Discover tab months ago and forgot to add it ""]",7/13/2018 16:43
210,What is the title of this webtoon? It’s about a gay character in a fantasy/ role playing game (Solved-CLOSED),Answered,[],"I was reading it about a year ago and I CANNOT find it again. It was on webtoons.com, I'm not sure if it was on here, or not.
Does anyone know what I am talking about? I would say it is Comedy/ Fantasy.","[""Is it My RP Partner 2.0?  That's on webtoons, I saw it in the Discover section"", ""Nope, not even close. (though I may check that out, too)I don't think there was any relationship; just a gay guy going through the game."", 'I was going to suggest ""What Happens in Carpediem"", but I\'m not sure it\'s on webtoon, and there is definitely relationship-y stuff happening', 'I should also note that it is in full color and the art is really good.', 'Probably winter moon is going to be my guess', ""That's totally it! Thank you!"", ""Winter Moon?  Isn't that a featured comic now?"", ""Yes. I saw it while looking, but I didn't recognize the title (or image) at all..""]",7/4/2018 12:17
211,Webtoon Monthly PVs drop?,Answered,[],"I don't wanna sound paranoid, but is someone else noticing a severe drop in his monthly PVs? It's a not a big secret webtoon has been acting ""strange"" this last year since they raised the minimun stats for the Patreon pledges. But after discusing it this week with others artists( some with with an average number of followers, some with +80k followers) in Line, it seems I'm not the only one who is suffering a blatand drop in views per update respect the total number of followers this month, and some authors the last month too.And I'm not talking about a few hundreds, I'm talking about receiving only about 30-40% in views equivalent to your followers( 10 k followers=3k views, 100k followers=32k views). No matter the day or the time of your update.And of course, the followers number is again frozen or dropping too this month.Seems like Line is manipulating stats more than ever in their last two pledge months. I really hope after the pledge program ends the website goes back to normal again and with fair play. If they pretend to motivate artists to make even more updates and webtoons per person( of course more traffic for them) with their ad revenue, but still playing with everybody's stats I really hope they just get an empty website.","['for me things started to drop back in May(maybe even end of April but I noticed in May). and only has been starting to slowly pick up these last few days.  But yeah I get 60% of my usually PV per update these last 2 months.  I figured it was end of school year stuff.  I know atleast around where I live (WA) school just finally got out this week.  I know some other big states in the US are like this too (NY for example) so it may just but related to that?  I dunno, we will see in a few weeks what summer traffic is like.  It could be webtoons shenanigans, it could just be school related.', ""I highly doubt it's school related honestly. Just as many readers love to tell us too many times, they read our comics in one minute. They won't ignore their webtoons updates notifications an entire month for school stuff, many of them read webtoons even during class."", ""I dunno some parents really get strict until finals finish and take away phones or restrict internet access and stuff.  So I think it's possible.  But the most likely answer is that it's both webtoon shenanigans AND end of school year.  \nI know they changed some of the search functions a couple months back, so I wonder if that is effecting anything."", ""My views are still decent, but I'm losing a few subscribers over the past week- probably coz I havent loaded anything there since I wrapped up Ch 2 in late April. I'm not too miffed about it coz I'll drop Ch 3 in a few months(working on other stuff right now) and it might straighten things out."", ""This has been discussed before. The views did severely drop and this is a fact. We have 8 comics on Webtoons and we usually get a good pull in terms of views and subs. However, in the beginning of the year, it start to drop. \nOur less known titles don't get the subs and views we used to get last year.\nOnly time will tell if the end of the Patreon pledge will make it go back to normal especially they are introducing ad-sharing in August. You need subs and views to get those $$$.\nApril/ May Stats:\n2a40d9bbeb.png1061x363\n\nMay/June Stats:\nd53e0bd2b7.png1029x444\n""]",6/22/2018 9:59
212,Finished or working on?,Answered,[],"I'm getting interested in the Novels section and posting one. Do you have to have a finish story? or can you begin posting a collection of short stories and work things out as you gain an audience? Also is it just a matter of posting a text file? 
this is new territory for me and I hate this not knowing situation, sorry for the dumb questions.","[""It's preferable to post as you go (better to gain an audience that way). When I started I posted three days a week, which might have gotten me more views, now I post twice a week due to my own time constraints though. But, no matter what happens, gaining an audience for a novel will be slow and it's up to you on how you want to go about it. \nIn regards to posting itself. I type it on software made for writing and copy it over, but you can also type it on tapas. No text files are required."", 'thanks for the help. time to get this idea out of my head......', 'two hours later.... first entry done!\n\ntapas.io1\n\n\n\nLetters from Bobo. :: Emily Pippin and the bedroom goblin pt1. | Tapas\nyour good pal Bobo the elf reports the first part of the tale of a little monster hunter called Emily.\n\n\n\n\n\n', ""Audiences for novels are a bit slower than comics, mainly due to simply it being a section to read without the addition of pictures to look at, and with how most people aren't much readers these days, you'll at least have a good amount that creates a nice audience either way. You can either complete your book, or have a chapter or two done and post them there. Short stories are also a good thing to post. Do whatever your creativity wants you to do. It's supposed to be fun~.""]",6/17/2018 0:46
213,Commissions by Alala!,Answered,[],"
Commissions Sheet - intro.png1920x1920 301 KB

Hi everyone ! I currently really need money and I have a lot of time since it's summer, so I'm opening commissions 
If you need any more information, you can contact me in the comments or at andreannedraws@gmail.com ! We can discuss payment by email.
You can see more examples of my art by going on my Instagram, here4.

Commissions Sheet - Headshot.png1000x590 219 KB

Commissions Sheet - Half Body.png1000x653 247 KB

Commissions Sheet - FullBody.png1000x1171 293 KB
","['Do you have a webcomic?', ""No, not right now  I'm working on one though !""]",6/4/2018 12:32
214,How to get promoted on the homepage[Webtoons]?,Answered,[],"So about a month ago we got promoted on the homepage and now it kinda got me thinking how exactly someone can get promoted on the homepage and what determines for how long you will be kept there.
From what i could gather after being promoted on the homepage is that you'll probably be promoted until you reach an x amount of subscribers, in our case we were on the homepage for 2 days and got nearly 3K subscribers, while other series that were also promoted along side us have been there for nearly 2 weeks and barely gained 1K subscribers.
Also does anybody knows if the Webtoons that are promoted at the bottom of the homepage if they're handpicked by staff or automatically selected by the system after specific requirements have been met?","['I want to know the mystery too~!', ""Depends the section you're talking about, but here's what I noticed.\nHot Today - Switched around every 24 hours, but some series get kept on up to 2-3 days. These comics are usually from the Top 30 lists from all genres and/OR titles they've previously promoted and really like. Rising Star - Up to a weekEditors's Pick - Up to a week\nIn most cases, WT usually replaces all titles in these sections every Sunday night around 11 pm EST. \nAs for who gets picked and why, shrug. It usually helps if you've updated recently, and have an eye-catching icon.\nI'm also fairly sure it's handpicked by staff. If anyone remembers. WT was hiring interns earlier this year to curate comics, so spotlighting comics is probably part their job. (Just speculation though)"", ""They're staff picked"", 'webtoons is constantly changing their ""featured"" section. There\'s a whole bunch of new sub features now as well on the app (frankly have no idea what\'s happening at this point). However those seem to be hand picked and then fluctuate within that group of picked depending on popularity. \nAs for the recommended/spotlight I actually was weirdly and lucky enough to be featured through for a little over a month a think (??) and got about 30k followers. So I don\'t think it\'s necessarily just if you reach a certain point. (I find that WT tends to have some favouritism and 1 or 2 comics will be kept on the recommended list for almost a month at a time from what i\'ve seen and can sometimes get 10-20k followers :\\ ) \nalso @darthkrievos congrats on getting put in the Brand New World sub feature on the WT app ', ""I got spotlighted to front page around mid December i think, for about a day. A week later they brought it back to the front page for two more days, and then I noticed after that they spotlighted other webtoons for about 3 days each. That was a few months ago so, I'm not sure what the longevity is for spotlighted webtoons currently \nI keep the sub count email notifs for statistics, so here's what I had:\n\ngyazo.com92\n\n\n\nGyazo\n\u200b\n\n\n\n\n\n\nNot sure what the requirement is either of how long it stays up there, sub count or not, but I had always assumed more or less 3 days of it lasting up there!\nAnd also congrats @darthkrievos for the spotlight/promo on front page as well! "", ""I've noticed one of my favorite series(THERIANTHROPE) keeps getting promoted constantly on the carousel on the homepage, so there's most likely some sort of favoritism going on indeed. As much as i think it deserves to get promoted on the homepage i find it confusing why they would promote it again one week after they just promoted it  \nIt makes me feel a bit jelly "", ""I'm 99% certain they're handpicked by an editor.\nI've been on the homepage spotlight about 4 or 5 times now, and once on the Discover featured section. That time I was on both at the same time and that was wild ride. My comic went from about 500 subscribers to over 5000 over a very short period of time. From what I recall, it felt like it lasted about a month, although surely that can't be right. They do seem to tick over more quickly these days, but honestly, as someone in charge of changing banners on a site, my suspicion is they get changed whenever the person responsible gets around to it.\nThe homepage is a much better spot because it means you'll come up on the app at the bottom of even featured webtoons, so in that instance you can expect your regular monthly views to go up by at least 500% or more.\nHow to get on there though? My suggestion is to regularly put up as top quality content as you can manage and to do something different from the crowd. As far as I'm aware, very few people are doing a style similar to mine in webcomics right now, so I have that going for me. Other than that, my guess is as good as yours. \nI think whatever the reason you get picked though, if your thumbnail doesn't perform, they'll probably be more inclined to switch it out for one that does, and that might explain why popular comics reappear in these promo spots regularly."", 'Let this old man tell you how:1. Train hard for good art2. Study hard for good story3. Research hard for good plot4. Promote hard so senpai can notice you.Success is all about sweat, tear and blood, kid, do all things above with all your mind, your chance of getting promoted will be gained by 1% ! One single percent is too low, you ask ? Dont worry my son, the next step will give you the rest 99%:5.Pray hard', 'For the front page banner, do they contact you for banner art and you know that you’ll be promoted soon or where do they get the art from?', ""On Tapas they contact you and ask for the art, although I'm sure taking the initiative and supplying something wouldn't hurt your chances of being seen. \nOn Webtoons, you can't get a homepage banner unless you're a featured creator. The Discover homepage spotlight just uses your creator thumbnail, and the art for the Discover feature is created by them from your webtoon. You don't get any heads up either, you just wake up one morning and see you've got 500 more subscribers than you had when you went to sleep."", ""@nunmul @scythe  actually they do feature 1-2 discover comics on the actual front page (at least on desktop, I don't use app as much) and I would assume they ask for banner art because it looks to be custom to the banner but not for the recommended section. I do know that, like scythe said, tapastic definitely does ask for art."", ""At least for me (on webtoons) they didn't contact for the banner art, or notify about the front page spotlight. It was a complete surprise/discovery to find it up there. They just use whatever art you have on your webcomic and make a banner out of it, including the tagline. I had no choice over what tagline they used for mine X'D But not sure about others?"", ""I stand corrected. Didn't know that."", ""@Haku I just saw your series, how come you're not featured yet?!"", ""Ahhh I probably just don't meet the requirements :'D""]",5/20/2018 9:23
215,How do you get the lower right image in the series page?,Answered,[],"Hi - how do you get an image on the series page like the one circled in the image linked below?


9
","[""That's for featured creators only, not plebeians like you and I."", 'Ah, should have known. Thanks!', ""Pleb? I'm a strong, independent creator who don't need no lower right image"", '', 'woah this is the first time I see it  * w *', 'lmao (i need 20 characters to post)']",5/23/2018 19:07
216,How do you set up tipping?,Answered,[],"I get the idea but I am not sure how to set it up for my comic or how to tip on someone else's comic.  What am I missing...
Gregg K","['Setting up tipping as a creator:\n\nMake sure you have a series with atleast five seperate episodes.\nActivate ad revenue on that series (only for 18+ users)\nThen I\'m fairly certain you have to contact michaelson@tapasmedia.co to activate tipping on your series.\n\nTipping as a reader* Take out your android or apple smartphone * Download the ""Tapas"" app* Log in with your account (not the forum account the creator one, though for most people they are one and the same).* Earn coins by watching ads or buy coins* Find a creator who has tipping enabled and throw some coins at them!\nCould someone more knowledgeable correct any mistakes. I\'m almost certain these are accurate instructions.', ""Here's the thread of the official anouncement of tipping:\n\n\nTIPPING IS HERE! You're gunna want to get in on this Tips + Tricks\n\n\nhttps://medium.com/@Tapas_App/tipping-a-fun-way-to-say-thanks-4667e83d473c#.83jcqto6j \n\nBasically that post says it all. So get to tipping your favorite creators y'all. \n\nAnd if YOU want tipping turned on so mobile readers can start supporting YOU go bug Michael right now at michaelson@tapasmedia.co\n  \n\n@Mythos is correct about everything."", 'A-Ha! Thanks so much. This makes sense to me.', 'Ah this is great I was thinking about this recently. Thank You! Email sent to Michael!', 'You need to have at least 5 episodes?  oh my, so I have to wait... ', '\n\nreverieth:\nYou need to have at least 5 episodes?  oh my, so I have to wait... \nAND you have to have 250 subscribers.', 'Hi! Do we really need to have 250 subscribers aside from the min. 5 episodes? Was it always like this or was the 250 subscribers condition added recently? Thanks for your help. ', 'Apparently you can just bug one of the admins (michaelson@tapasmedia.co) to get it early.', ""Hmm... I don't know what that means. \nBut I'm still thinking about the conditions of having 5 episodes and earning 250 subscribers. The latter is much harder to accomplish. \nAnd hello to you too! It's nice to communicate with members of the community. Thanks for entertaining my questions. "", ""@YangKoete means if you want to get tipping early, you can email michaelson@tapasmedia.co, but you'll have to wait until he gets around to activating your tipping manually. Before, this was the only way to activate tipping."", 'Ah well that\'s good to know! Thanks Yang. It\'s taken me 4 months to get 50 subs. I was not looking forward to the slow slog uphill to try and get tipping. \nNice to meet you too as well Fleur. sit and brainstorm ... write out what you want to accomplish with your comic. 2 to 3 sentences as your overall goal... then list some simple thoughts that get your characters from A to B to C.. to get to that first goal.. once you have a loose outline of what you are trying to do start sketching out that part A, B, C etc and before you know it you\'ll be on your way to creating your own comic. \nIf you have ideas for characters start sketching those out. Our comic came into being that way. Julie drew a few images of one of the aliens in our setting- a Fott- a rabbit-human hybrid \ncera-fullbody-575x957.jpg575x957 128 KB\n\ncera-evolution.jpg914x700 147 KB\n. By the second image we thought wouldn\'t it be funny by the 23rd century if \'smart guns\' could talk back? (This was before Siri was introduced to the world) and that\'s how ""What The Fott?"" started. \nGood luck to you!', ""AFAIK that is no longer the case? They disallowed it after the requirement was set, and then temporarily allowed email activation requests again for the tipping event. Now that the event is over, I'm pretty sure it's back to not being allowed; at least one person found out the hard way by sending their email a little too late."", ""Bugger it all. When was this 'tipping event'?"", ""@Cera_OMalley  Toward the end of last month. They'll probably have more tipping events down the road (this past one was their second such event), but I don't know if they'll accept activation requests via email again.\nEDIT: don't quote me on the timeline of the recent tipping event; I'm falling asleep and have lost the track of time 8D"", 'Thanks for the info Kei\nEdit: Haha. Heard!', ""Wait what!? O_O \nThat's not allowed anymore?!"", ""Thanks for sharing. I've learned a lot about writing. \nI'm planning to write for the novel section. I won't be making comics since I'm in a different category. I don't draw. Creators like you are cool.  \nI've yet to post stories. But I'm thrilled for the chance to get tipping activated. I'll wait for the next event. Hope there's more to come. It's much easier that way than fulfilling the set conditions especially, getting 250 subscribers. "", ""That's what it seems like from the looks of this?\n\n\nDon't have enough subs for tipping?\n\n[image] I..."", 'Excuse me but. . .WHAT?! WHY?! O_O']",5/27/2017 14:36
217,Photoshop JPG settings for Webtoon,Answered,[],"I'm not sure if my file was too small? as far as I can remember it was along the lines of 780 x 360(??)  it varies but the width usually 780.
I tried the old-fashioned way but it makes my work cracked and I tried save for web legacy and it's better, but not good.
Can anyone help?","[""800x1280 pix that's the requirement format for webtoon if you are planning to submit there~"", ""Webtoons is extremely fickle with the page size. As noted it has to be 800x1280...even a pixel off will cause it to become blurry and absurd. However, as long as your canvas itself is 800x1280, it'll be fine. Meaning that you can just post your image within that canvas. This means there might be more white space but...that's LINE for you. It is absurd how picky this site has to be."", 'It only HAS to be 800 wide.  The height can be 1280 or less.']",5/6/2018 12:00
218,How can i save pages from my comic,Answered,[],"I lost my files and need to save the pages from my account but i dunno how to do it, tried right clicking on the images but nothing works","['click on the image and drag it to a new tab', 'thank you so much, it works']",5/5/2018 5:03
219,Feedback on blunderland please,Answered,[],"hi fellow creators and comic fans. 
i would be grateful feedback and first thoughts about the comic i have not long started posting. as i am not sure at this point if to just start over. the comic is aimed at mature readers and first made for a spanking art site (but the comic has much more than just spanking in it) At present i don't know if to keep posting what i had done before and phase out the unpopular stuff or start over and cut it all together? personally i think society has become far too censored but if i want followers and subs i have to keep my personal opinions about that to myself and just do what fans want i guess? 
you can find the comic at the link below but please be open minded ! 
 https://tapas.io/series/Blunderland13","[""I mean, you can't please every single people. Each and every one of them have their own tastes, and if you think that this is just how you want your story to be, I say go ahead; continue.I'm not really sure what you meant by 'society has become far too censored', but the mature content mark is used ti mark those supposedly censored scenes?\nI'm still not really sure about how the story is going to play out, but you can work on the transition between the scenes!It looks kind of choppy and breaks the atmosphere when you just move to the next location without explanation on what's happening in between. For example, you can draw Marius beating and tying up Margaret before it transitions to red head's place, and the red head drinking a cup of tea or something, as Marius suddenly appears and disturbing her tea time.\nI hope that helped!"", 'thanks for the feedback.  to clear that little matter up for you, having a portal that can open anywhere i often disturb people drinking tea and going about normal life, not everyone welcomes the interruption lol.']",4/29/2018 4:55
220,How can I see who subscribe to me in webtoon?,Answered,[],feel weird to ask webtoon question on tapas.,"[""You can't. That's a big difference between Tapas and Webtoons.""]",4/25/2018 10:16
