,titles,replies,views,activity,category
377,The Great Book Club (Weekly review exchange! + Book of the Week & Book of the Month),57,322,Nov '18,reviews-feedback
378,Pls review the comedy of my comic,5,198,Nov '18,reviews-feedback
379,"Anyone interested in reviewing my comic this far (paid review, cash, ink whatever)",115,1.4k,Oct '18,reviews-feedback
380,Please review my first manga comic,0,172,Oct '18,reviews-feedback
381,New to Tapas–seeking feedback on my traditional comic book,61,232,Oct '18,reviews-feedback
382,What do you think about my comic so far,0,503,Oct '18,reviews-feedback
383,Review and reads for a novel,66,221,Oct '18,reviews-feedback
384,I’ll read and give my opinion on your comic if you do the same for me,10,643,Oct '18,reviews-feedback
385,I made a surreal scifi toon,231,204,Oct '18,reviews-feedback
386,Have you ever seen Disney zombie 2?,6,208,Sep '18,reviews-feedback
387,Review my comic? JETX,184,376,Sep '18,reviews-feedback
388,Zener is up for Review!,5,182,Sep '18,reviews-feedback
389,What do you understand from my story?,120,265,Sep '18,reviews-feedback
390,I’ll review your scripts,32,612,Sep '18,reviews-feedback
391,"New to Webtoons, is my comic lacking?",425,641,Aug '18,reviews-feedback
392,"Please, criticize my comic",8,275,Aug '18,reviews-feedback
393,Any Volunteers? ( Review one of our comics) ( CLOSED),116,248,Aug '18,reviews-feedback
394,I will review the first 8 novels who comment! (8/8),6,869,Aug '18,reviews-feedback
395,Offering random thoughts and observations about your webcomic,171,1.5k,Jul '18,reviews-feedback
396,May I get some feedback for the season 1 finale?,35,277,Jul '18,reviews-feedback
397,Looking for Beta-Readers/Critique,490,581,Jul '18,reviews-feedback
398,Professional Review of Cosmic Fish,0,214,Jul '18,reviews-feedback
399,New Series (INK for a review),80,632,Jul '18,reviews-feedback
400,Tablet suggestion (Guide),9,1.0k,Jul '18,reviews-feedback
401,I finished my first ever chapter!,142,289,Jul '18,reviews-feedback
402,"Just finished my latest season, would love feedback",0,234,Jul '18,reviews-feedback
403,Why do a lot of Artists recommend Wacom?,63,4.0k,Jul '18,reviews-feedback
404,Need feedback for BL project [NEW WEBTOON],10,477,Jul '18,reviews-feedback
405,Please Read & Review My Comic,150,226,Jul '18,reviews-feedback
406,Revised and improved comic book,5,244,Jun '18,reviews-feedback
407,Back from hiatus to review more webcomics,126,1.0k,Jun '18,reviews-feedback
408,Another Comic Review/Praise Thread | Story-Based Comedy,0,497,Jun '18,reviews-feedback
409,Please Review my Novel,114,352,Jun '18,reviews-feedback
410,Could someone review my work?,2,584,Jun '18,reviews-feedback
411,"Can you review my first chapter, please",107,295,Jun '18,reviews-feedback
412,Requesting a review of The Power of Stardust issue 1,2,259,Jun '18,reviews-feedback
413,Review my Webtoon,101,877,Jun '18,reviews-feedback
414,Review on the translation,6,239,Jun '18,reviews-feedback
415,"Promo your comic, get a free song maybe! (Reviews)",221,1.4k,May '18,reviews-feedback
416,“Selling” Free Comic Reviews! (Closed),7,1.1k,May '18,reviews-feedback
417,Review Request For My Main Novel,241,326,May '18,reviews-feedback
418,Getting Reviews?,10,960,May '18,reviews-feedback
419,A Comic Review Catalog,151,1.2k,May '18,reviews-feedback
420,Would like some feedback on a comic,6,438,May '18,reviews-feedback
421,Boba Wants to Read and Review Some Comics!,157,2.3k,May '18,reviews-feedback
422,People dont read past page 1 (Reviews and critism please),29,592,May '18,reviews-feedback
423,I can Review your Comic,179,2.3k,Apr '18,reviews-feedback
424,"Meaty Reviews Season 3 (Post your Comic, Get a Meaty Review) (Submissions Closed)",2,4.3k,Apr '18,reviews-feedback
425,New BL comic about war and duality of idologies,145,372,Apr '18,reviews-feedback
426,Requesting Criticism,113,646,Apr '18,reviews-feedback
427,New Creator Requesting Reviews for Short BL Novel,1.0k,314,Mar '18,reviews-feedback
428,Got time? Review on my comic,25,418,Mar '18,reviews-feedback
429,Looking for a Review and critical feedback - The Blank Scroll,282,440,Mar '18,reviews-feedback
430,"Requesting reviews and critique for my comic, please",17,478,Mar '18,reviews-feedback
431,"Just started my new comic, “Bestia” I would love some feedback plz!",279,492,Feb '18,reviews-feedback
432,Looking for Proofreading help (trading for art?),2,348,Feb '18,reviews-feedback
433,Review/Critique Request (Novel),101,553,Feb '18,reviews-feedback
434,I’m making a pulp superhero novel and would greatly appreciate any feedback,4,238,Feb '18,reviews-feedback
435,"Just finished wlw comic, “sleepy giantess, good morning!” would love your feedback",210,568,Jan '18,reviews-feedback
436,Which perspective drawing is correct? Need help,2,986,Jan '18,reviews-feedback
437,"Just started my comic “Help I got reborn as a baby bird! Don’t eat me!”, would love feedback pls",111,509,Jan '18,reviews-feedback
438,Jumping on the comic review bandwagon!,1,1.8k,Jan '18,reviews-feedback
439,Reviews for your comic!,109,1.8k,Jan '18,reviews-feedback
440,Hey I’ll do some comic reviews too!,11,1.0k,Dec '17,reviews-feedback
441,"Link me your comic for review! [Now a thread, read the third edit]",182,3.2k,Nov '17,reviews-feedback
442,Critiquers needed for my shonen inspired Spy/Intrigue comic,9,352,Nov '17,reviews-feedback
443,My new web comic,134,287,Nov '17,reviews-feedback
444,New color scheme: Love it or burn it?,9,610,Nov '17,reviews-feedback
445,[100 subs or less only] Free critique of 1st chapter/1k words,174,1.6k,Nov '17,reviews-feedback
446,Free first chapter review for novel under 50 sub,41,1.2k,Oct '17,reviews-feedback
447,"Novel Review, Critique, and Sub Exchange!",359,432,Oct '17,reviews-feedback
448,Is the humor too crude? Feedback for my new webccomic,6,482,Sep '17,reviews-feedback
449,Silent Comics - Show me,101,798,Sep '17,reviews-feedback
450,"Just finished the third chapter of my comic, reviews or feedback wanted!",13,529,Aug '17,reviews-feedback
451,Share your comic here if you are 20 and Under!,171,2.6k,Aug '17,reviews-feedback
452,You’re hired! Latest Chapter: Feel free to check us out dudes:),33,375,Jul '17,reviews-feedback
453,"COMPLETED my comic Earthset, any feedback/crit appreciated!",315,347,Jul '17,reviews-feedback
454,Critique request for my first chapter,0,380,Jun '17,reviews-feedback
455,Would love some feedback on my latest episode,85,525,Jun '17,reviews-feedback
456,Review my comic from webtoon,18,452,Jun '17,reviews-feedback
457,If you review my writing i’ll draw your OC for you!,189,695,Jun '17,reviews-feedback
458,Content Game: Kill or Marry,0,429,May '17,reviews-feedback
459,Would love to hear ALL the constructive criticism on my fantasy webcomic!,94,942,Apr '17,reviews-feedback
460,Reader Survey for Feedback,3,404,Apr '17,reviews-feedback
461,Post one compliment + one criticism,124,1.9k,Apr '17,reviews-feedback
462,Get your covers rated by fellow writers,0,545,Apr '17,reviews-feedback
463,First Impressions of my Comic?,108,518,Apr '17,reviews-feedback
464,Polishing up?Review my story,6,383,Apr '17,reviews-feedback
465,Am I being an asshole by making episodes like this one,125,826,Apr '17,reviews-feedback
466,"Meaty Reviews Season 2 (Post Your Comic, Get a Meaty Review) (Finished)",13,3.6k,Apr '17,reviews-feedback
467,Review or feedback or anything really,401,373,Apr '17,reviews-feedback
468,My birthday review party [Closed],0,1.6k,Apr '17,reviews-feedback
469,Concept Feedback for your Writing,81,766,Apr '17,reviews-feedback
470,Would like to be critiqued on my lettering,2,430,Apr '17,reviews-feedback
471,The Beast and Whore in the Book of Revelation,635,533,Apr '17,reviews-feedback
472,"My WIP, Tell me what you think",8,301,Apr '17,reviews-feedback
473,Need criticism/review or something like that,137,652,Mar '17,reviews-feedback
474,Review my video project?,3,239,Mar '17,reviews-feedback
475,Offering critique! (illustrations preferably bc time is rare uwu),121,674,Mar '17,reviews-feedback
476,"This was manga and I converted into a webtoon, I need to know what’s wrong?",3,1.1k,Mar '17,reviews-feedback
477,Can you tell me if continuing this comic is a good idea?,121,689,Mar '17,reviews-feedback
478,Yuri / GL Constructive Feedback/Critique/Review,25,400,Feb '17,reviews-feedback
479,Bring the Havoc! Requesting reviews/critiques for anthology webcomic,227,848,Feb '17,reviews-feedback
480,Requesting Critique!,0,1.7k,Feb '17,reviews-feedback
481,Review both versions of my comic?,99,774,Feb '17,reviews-feedback
482,Recreated a comic from 4 years ago: Feedback?,6,487,Jan '17,reviews-feedback
483,Novel review appreciated: «ALT» :D,266,991,Jan '17,reviews-feedback
484,Requesting a review of a calmer story involving children,8,393,Jan '17,reviews-feedback
485,Getting subscribers? Review Request? Tapas and Webtoons,191,1.1k,Jan '17,reviews-feedback
486,How do you feel about the webtoon contest as a newcomer? (Feel free to post your Webcomic here!),3,2.3k,Dec '16,reviews-feedback
487,Requesting Review(s) (The Unbreakable Freak of Nature),74,643,Dec '16,reviews-feedback
488,Feedback exchange for comics creators,5,581,Dec '16,reviews-feedback
489,There’s Royalty ‘Round Here,110,315,Dec '16,reviews-feedback
490,Xoai manga out now!,14,389,Nov '16,reviews-feedback
491,First time making a comic with my wife,285,600,Nov '16,reviews-feedback
492,Critique Exchange,7,1.0k,Nov '16,reviews-feedback
493,Just DO IT! 1 or 2 word comic reviews,122,1.3k,Oct '16,reviews-feedback
494,Critique / feedback for my comedy comic,0,316,Oct '16,reviews-feedback
495,My first ever comic,126,306,Sep '16,reviews-feedback
496,Feedback For You,10,2.6k,Sep '16,reviews-feedback
497,Review …Knights chronicles,246,528,Sep '16,reviews-feedback
498,Requesting a review of The Power of Stardust,8,488,Sep '16,reviews-feedback
499,Video promo for my teams comic: I’ll check your comic/manga for sub,155,642,Sep '16,reviews-feedback
500,Exchange review with me (high chance of following you),4,1.2k,Sep '16,reviews-feedback
501,Requesting opinions and advice,97,516,Sep '16,reviews-feedback
502,Want a review ? just give promotion,2,743,Sep '16,reviews-feedback
503,Critique my series for a bust art of your OC (LIMITED SLOTS),92,745,Sep '16,reviews-feedback
504,Feedback please:) tapas.io,20,597,Sep '16,reviews-feedback
505,Critique time - UNDERCOPPER,197,632,Aug '16,reviews-feedback
506,What makes a good comic? Review and recommendations,4,792,Aug '16,reviews-feedback
507,Biting The Bullet,155,598,Aug '16,reviews-feedback
508,Feedback Please,3,519,Aug '16,reviews-feedback
509,Novel review thread,107,817,Aug '16,reviews-feedback
510,Review my novel,2,330,Aug '16,reviews-feedback
511,Ms Marvel: no normal,98,1.7k,Aug '16,reviews-feedback
512,Back at it again in hopes of sweeet reviews,4,354,Aug '16,reviews-feedback
513,Looking for reviews on my first Novel series,115,633,Aug '16,reviews-feedback
514,Critique after hiatus,2,505,Aug '16,reviews-feedback
515,Looking for review of my comic’s first chapter,106,695,Aug '16,reviews-feedback
516,Looking for criticism,1,754,Aug '16,reviews-feedback
517,Looking for feed back for a novel,101,521,Aug '16,reviews-feedback
518,Review for Review! Come here ^^,1,503,Aug '16,reviews-feedback
519,Feedback for feedback!,86,749,Aug '16,reviews-feedback
520,A place where an artist can ask an opinion of their drawing,31,738,Aug '16,reviews-feedback
521,Looking for reviews! looking to improve,548,606,Aug '16,reviews-feedback
522,Am I ripping off someone else’s style?,0,851,Jul '16,reviews-feedback
523,"Feedback for Feedback, calling all authors!",125,658,Jul '16,reviews-feedback
524,"You review my comic, I review yours",6,772,Jul '16,reviews-feedback
525,"Review Request for my comic, I’ll review yours in return",215,567,Jul '16,reviews-feedback
526,Short Mini series looking for reviews,3,556,Jul '16,reviews-feedback
527,Jungle Madness - Reviews,182,361,Jun '16,reviews-feedback
528,Looking for reviews on my comic,3,350,Jun '16,reviews-feedback
529,Be honest an tell me,159,877,Jun '16,reviews-feedback
530,Help On How I Can Improve,2,849,Jun '16,reviews-feedback
531,How’s this going so far?,182,488,Jun '16,reviews-feedback
532,Novel Review Trade,2,763,May '16,reviews-feedback
533,Review Exchange!,160,603,May '16,reviews-feedback
534,My latest chapter. Will really need it to be reviewed,30,454,May '16,reviews-feedback
535,"Review mine, I review yours?",334,1.7k,May '16,reviews-feedback
536,Requesting for a Review,15,255,May '16,reviews-feedback
537,"Review mine, and I’ll review yours!",149,1.6k,May '16,reviews-feedback
538,"Review me, and ill review you",11,769,Apr '16,reviews-feedback
539,Ask my characters about your comic,215,2.7k,Apr '16,reviews-feedback
540,Review Thread (comics+novels),2,1.1k,Apr '16,reviews-feedback
541,Bakakukukuns mega collection of reviews (review thread?),118,371,Apr '16,reviews-feedback
542,Needs Review (Beware! UT!),9,409,Apr '16,reviews-feedback
543,Need some feedback please,212,611,Apr '16,reviews-feedback
544,Which size XP-Pen Artist drawing tablet should I buy?,2,450,Mar '16,reviews-feedback
545,I’m stuck in a science class at film school and want to review some comics,108,1.8k,Mar '16,reviews-feedback
546,What do you think of that inking style?,5,886,Mar '16,reviews-feedback
547,Desperate need of review(Fate),129,804,Mar '16,reviews-feedback
548,Review request!,4,1.2k,Mar '16,reviews-feedback
549,Hoping for anyone to give feedbacks on my comic,147,691,Mar '16,reviews-feedback
550,"Baka-Kun’s list O’ recommendations, but its bigger and better (Ongoing)",2,3.8k,Mar '16,reviews-feedback
551,"Here we go, more covers!",154,674,Feb '16,reviews-feedback
552,Summary/Outline review *spoilers for Candy Pop Corpse,10,1.3k,Feb '16,reviews-feedback
553,Writer wanting feedback on their novel,145,466,Feb '16,reviews-feedback
554,Tumblr promo posts for LGBTQ webcomics,4,5.8k,Feb '16,reviews-feedback
555,Please review my horror comic,125,776,Feb '16,reviews-feedback
556,I would like you to review my comics! Please!,0,825,Jan '16,reviews-feedback
557,I want your thoughts and suggestions,91,626,Jan '16,reviews-feedback
558,"Calling all the bloggers, vloggers and reviewers for a comic and novel review exchange",3,410,Jan '16,reviews-feedback
559,Looking for Feedback on my comic!,134,703,Jan '16,reviews-feedback
560,Comment Above Your / Latest Post - Feb 2018,2,1.1k,Jan '16,reviews-feedback
561,Reviewing your most recent/favorite cover!,135,1.4k,Jan '16,reviews-feedback
562,"Hey bruh, lets share your protagonist (from your comic)",23,3.3k,Jan '16,reviews-feedback
563,Comics Editor Will Review Your Webcomic for the Price of a Sub and/or Like!,301,2.6k,Jan '16,reviews-feedback
564,A New Type of Review Thread,119,1.2k,Jan '16,reviews-feedback
565,Reviewing comics! (offer closed),1.4k,2.2k,Jan '16,reviews-feedback
566,WintreKitty Reviews Revised 2018,4,482,Jan '16,reviews-feedback
567,Can you please give me feedback on my novella?,208,1.3k,Dec '15,reviews-feedback
568,A new buttiful BL comic waiting for you,3,574,Dec '15,reviews-feedback
569,Feedback on an idea I have?,163,844,Dec '15,reviews-feedback
570,Looking for feedback on newest page,3,1.1k,Dec '15,reviews-feedback
571,Novel about an Alien x Human romance!,118,429,Dec '15,reviews-feedback
572,Requesting Comic Critique!,1,1.4k,Dec '15,reviews-feedback
573,Care to take a gander at these comic pages? PT. 2 (inks/color),312,724,Dec '15,reviews-feedback
574,Care to take a gander at these comic pages? (sketches),3,1.0k,Nov '15,reviews-feedback
575,One Year In … How am I doing?,199,568,Oct '15,reviews-feedback
576,"Sick in bed today, so who wants to review my comic",22,548,Sep '15,reviews-feedback
577,Need feedback/ give you feedback!,270,1.0k,Sep '15,reviews-feedback
578,BTS Novels / Comics For ARMY,2,884,Aug '15,reviews-feedback
579,Need Feed Back On My Work,122,555,Jul '15,reviews-feedback
580,Doing Free Comic Critiques~! (CLOSED - temporarily),0,3.1k,Jul '15,reviews-feedback
581,New Member looking to review/critique your work,101,3.4k,Jul '15,reviews-feedback
