,Topic Title,Category,Tags,Leading Post,Post Replies,Created
95,11/20 Creator Newsletter,Announcements,[]," 
Spiffy new banner courtesy of feyuca. Lots to cover this week! 
There's a new update to the Creator's Guide to Tapastic2. Feyuca returns to discuss more in-depth about paneling and some things to avoid when making comics. Also, I think she absolutely killed it with that long, long vertical panel, you know what I'm talking about. We preview our next guest artist for the series at the end of the episode too so check it out! 
Cyndi Foster, creator of Oops Comic Adventure, made this really cool guide for Free Self-Promotion Through Project Wonderful2. I highly recommend giving it a read and taking advantage of this awesome feature. 
Also, Lui, creator of Oh the Irony! just started a Tapastic Secret Santa in the forums. This is a great way to meet other creators and get some fan art. 
You've probably noticed us tinkering around a bit with the forums lately. We're still in the process of revamping our forums but so far the community response has been fantastic and we'll be taking some time to highlight a few of our favorite topics in the Creator Newsletters. 
And finally, we just launched a Support Program2 for Tapastic (drawn courtesy of NoxFox, creator of Singmire Haze). We've been commissioning a lot of artists for future episodes of Creator Guide to Tapastic and have been brainstorming on some other fun series that are creator driven. Every dollar that goes into our Support Program is going directly back to creators. The more supporters we have means that we can reach out to even more artists to create helpful guides or tutorials to help you become that much better at storytelling. 
We'll be doing some fun supporter only events in the near future, giving sneak peaks of future feature updates, community live streams, heck, we even made a supporter Minecraft server that you can hop in and freely torment us in. Huge thanks to Codesurfer, Elli, SiriLA, Gofer, Wurf, Silius_Xix, Emiliano Perez, Corey Willis, Kiahroseking, tmccall341218, Velnna, Jctaele, Kurisquare, Jana and Lae for jumping on board! 
Have any suggestions of what you'd like to see in future Creator Newsletters? Feel free to let me know! ",[],11/20/2014 18:17
96,Category definition for General,Announcements,[],For staff announcements about site news and events.,[],9/10/2013 13:32
97,"Tapastic Update: Support Program, Navbar, and Browse Comics and Creators",Announcements,[],"Hello Tapastic!
We just launched some really exciting new updates!
Support Program Dashboard Update
Creators! Have you checked your Tapastic dashboard lately? You may notice a new ""Support"" tab. We are happy to announce that all creators can now submit a Support Program on Tapastic! Simply navigate to your dashboard, click the support tab in the upper right hand corner, and start filling out your support program information. After you are done making your program spiffy, submit it for review. Please note that all creators on Tapastic can submit a Support Program, but only creators with 600+ subscribers on a single series and a regular uploading schedule will be eligible to have their Program approved. We'll let you know either way after you submit your program. Interested in learning more about the Support Program? Go here1. For general questions, please check out our FAQ1.

Pasted image1024x779 215 KB
 
Navigation Bar Changes
We've also updated the navigation bar to better showcase our comics and creators on Tapastic. By selecting ""Comics"", you will now see links to the Daily Feed, Collections, and Browse section. Selecting ""Creators"" will take you to the new browse page for creators.   Please note that links in the former ""Community"" drop down menu such as the Forum and FAQ are still accessible in our footer.
 
Updated Browse Pages for Comics and Creators
As you might have noticed, we've updated the layout and design of our browse pages for both comic series and creators. On the new browse page for comics, you will now be able to easily subscribe to new series by simply hovering and clicking the plus icon. Much like the older version of the browse page, you will also be able to sort through series by genre as well as subscribers, likes, views, comments, date of last update and by name (which is alphabetically sorted).

Pasted image1024x392 316 KB
 
As for the new browse creators page, we used a similar layout and design as well. Easily see which creators have a Support Program by clicking the ""Supported"" filter or by simply looking for the green support cup icon.

Pasted image1024x398 252 KB
 
Well that sums it up for this week folks! Thanks again for all the love and support! We couldn't ask for a better community of comic readers, creators and enthusiasts. If you have any feedback, please let us know below.","[""I kinda miss having the forum link on top, but overall I like the new menus! I like how you can see the creator icons with their series' icon in the back  \nCool news about the Support program, too!! I'll have to check that out :'D "", '\n\nkurisquare:\nI kinda miss having the forum link on top, but overall I like the new menus!\nHaha, I sort of answer that in this post: here14 ', 'Wanted to criticize the same thing. The forum is a great place to interact with other Tapasticians (?) and I would love if it would get more attention. But I read you post. I will just be patient and curious : 3', ""It's great that you made the Support Program available to everyone! I like the new changes. The forum was my only complain but I will wait patiently and see what you have in mind  "", 'Still no touch support ', '\n\nDraconic:\nStill no touch support\nThis for m.tapastic.com on mobile devices right?', 'No, I mean touch support on desktop version of Tapastic for windows 8.1 on Tablet PC.  You know, Tablet PC with pen and touch and stuff and running full Windows OS with Photoshop and bla bla bla...\nI\'m using Microsoft Surface Pro 2 as my workstation btw.\n\n\n\n      forums.tapastic.com\n    \n\n\n\nTouch issues on Tablet PC\nI have some trouble when using Tapastic desktop web on my Tablet PC running windows 8.1 .    First, when I\'m using split screen feature on win8.1, Tapastic web show the horizontal scroll bar that kind of annoying me. (Image below)     Screenshot (37).png1920x1080 788 KB       And when I\'m using my finger to control my browser, tapastic webpage won\'t recognize touch gesture at some scrolling areas like ""Episode list"" at the right-sidebar and ""my list"" on the top bar. You guys can see those issues ...\n\n\n\nP/s: FYI, only Tapastic have the problem with touch support on windows 8.1 . All other site is still fine with touch screen like youtube, facebook, twitter, tumblr, bla bla.... And all the browser now fully support touchsceen for desktop now. I think you guys should update your scrollbar script libraries.']",10/16/2014 16:15
98,"Tapastic Update: Improved Series Navigation, Like and Share Button Update and More",Announcements,[],"Hey everyone. We just updated Tapastic! We'd love to hear your feedback. Here's the major updates:
Improved Series Navigation
Pasted image1024x741 678 KB
 
We've added up and down arrow navigation that allows readers toquickly jump between different comics in a series.

Pasted image1024x741 602 KB
 
We've also added a tool tip to inform first time Tapastic readersthat they can load new episodes simply by scrolling down or using thenew up and down navigation.
Like and Share Button Update

Pasted image1024x720 371 KB
 
We made a few changes to these buttons to encourage readers to likeand share.
Scheduled Comics Update
 
We received some feedback from creators that  it can be difficult toaccess their scheduled comics. This won't be the case any more.Scheduled comics will now be visible on a creator's series page too.
Full details and images of the update can be viewed here: http://blog.tapastic.com/tapastic-update-improved-series-navigation-and-more/16","[""Awesome update! Tapastic is getting slicker every time something new comes out x) I quite like the arrows that lead to previous and next comics. And I noticed the Like button and Share button being a bit more prominent, so I'm hoping that will lead to a few more Likes/Shares for my own comic as well x3\nCan't wait to see more from you guys (: Tapastic just keeps getting better and better ^___^"", 'Am I blind or has the ability to just jump to the latest strip on a comic been taken away?', ""That's all very cool! I was a little surprised at first when I realized the UI had changed a little but I got used to it instantly. I second @UzukiCheverie, it's really all getting better and better OuO"", ""I'm no doctor, but you are not blind good sir. We did get rid of that option. Here's Why:\n\nWe are planning to make a few adjustments to the series page that will allow for a better reading experience. Although the sort option proved to be quite useful in circumstances where a series had ALOT of comics, it would complicate many of our future plans to improve the design and user experience when reading and discover new comics on the series page. \nThose who sorted their comics often forgot where they left off in the comic (since the order would flip-flop). When you are someone who is subscribed to 10+ comics, having part of your reading list sorted differently can introduce a bit of confusion.\nA majority of readers had their filter set to serial. Therefore we decided to go with the main use case and keep things simple.\n\nKeep in mind, there is a high possibility that we may reintroduce this function once we have implemented a few of our new design changes. \nSo no need to get those eyes checked. Hope this helps answer your question. "", ""Well, it's getting really annoying to have to scroll down through hundreds of pages to get to the latest one, so a way to get to the latest one would be greatly appreciated. Especially for those who use bookmarks and not the use of Tapastic accounts/subscriptions to check updates. There are those of us who read a lot of webcomics, and not just on this site, and bookmarks are just the easier method to keep up to date."", 'We appreciate the feedback. Thanks.', ""\n\nSoraHjort:\nEspecially for those who use bookmarks and not the use of Tapastic accounts/subscriptions to check updates. There are those of us who read a lot of webcomics, and not just on this site, and bookmarks are just the easier method to keep up to date.\nHey there! If you're signed into Tapastic, we keep track of where you last left off reading so you don't need to scroll through dozens of episodes  You can also add a series so that you can be constantly be kept up to date. You can just bookmark the homepage and we can take care of the rest. "", ""Not everyone creates an account. I would say the average webcomic reader doesn't, and probably won't, create a Tapastic account just to keep up to date. There really needs to be an option to just have a quick link to the latest page without the need for cookies or accounts."", ""\n\nSoraHjort:\nNot everyone creates an account. I would say the average webcomic reader doesn't, and probably won't, create a Tapastic account just to keep up to date. There really needs to be an option to just have a quick link to the latest page without the need for cookies or accounts.\nThat's fair feedback. "", 'One tip: On mobile (m.tapastic.com) you see the latest post first. ', ""I have an account, but see no reason to log in to every bl**dy ervice I use. Also, I'm not always using MY computer, but type in the url (and for tapastic, search for the one comic I read here: House of LSD). \nFor every update this site becomes more and more awkward for those of us who prefers it 'old school' and doesn't want to use feeds or similar clap.\nThere's several comics I've stopped reading altogether because the site is completely impossible to navigate. Please don't let this happen here."", 'I really love improved subscribe and share buttons! Great idea!', ""Some days ago, I noticed the arrow button to get back to the first episode stopped working (for me at least). It doesn't show the first episode's thumbnail when being hovered anymore and clicking does nothing. I find it too bad because it's pretty convenient and cool ;o;I use Google Chrome.\nUp: Now it's back to normal OuO"", 'One thing about the navigation that people I show the site to have said is that it\'s not immediately obvious, once you\'re viewing a strip, that you can use the keyboard arrow keys to scroll through episodes (left and right). You have a pop up screen for first time users indicating you can scroll down, but this is a ""hidden feature"" - on a Mac running Chrome, anyway. Navigation from episode to episode possibly needs some more obvious tweaks. Smashing site otherwise  - love the clean design and the creator tools are ace.']",6/18/2014 14:30
99,"Tapastic Update: New Homepage, Collections, and Supporter List Messaging",Announcements,[],"My fellow Tapasticans,
Our team has some awesome new updates to announce this week!
Homepage and Collections Update
We've updated the design of homepage when you are signed in to help you better discover new comics to read on Tapastic!
The first thing you might notice is that we got rid of the rotating series banner. We made this change because we found that only the first few series banners were getting clicked by readers.  We decided to change this to a ""Series Spotlight"" section to put more emphasis on one series at a time, and to carry over the design of our signed out homepage. This spotlight banner will be updated regularly by our staff with banners made by creators.

Pasted image1024x371 507 KB
 
Our new ""Comics for Everyone"" section will display collections of some of our favorite comics, grouped thematically. These collections will be updated regularly too as new comic series are added to Tapastic by creators . Be sure to keep on the lookout! 
Pasted image1024x459 565 KB
 
We also added a brand new collections page to make it even easier to discover comics just for you. Spiffy!

Pasted image1024x557 557 KB
 
In addition, we've combined the previous ""New and Noteworthy"" and ""What's Hot"" section into one ""New + Noteworthy"" section. Use this section to find more of the latest and greatest comic discoveries by our staff. We felt that it was important to expand, and place more emphasis on this section to help readers discover fresh new comics, and to help some of our favorite new creators get discovered.
Pasted image1070x649 654 KB
 
Supporter List Messaging
This update is for all of  you creators in the Support Program. We've added a new messaging feature to your supporter list page to allow you to mass message a selected group of supporters. Use this to send milestone rewards, request shipping information, and help you keep in touch with specific supporters.

Pasted image990x756 59.7 KB
 

Pasted image1024x472 273 KB
 
Please note, you can still use your profile wall to post exclusive updates and content for supporters on your wall by setting your post to ""Supporters-Only"" before you post. We recommend using the new supporter list messaging feature for sending messages to a select group of supporters.
Stay tuned for more updates next time! Thanks for all of your support, and we mean that in both senses of the word! Put your feedback below! We want to hear what you think.  ","[""I really like the new front page! Imo the rotating collection banners didn't suite the general tapastic design really well and the Spotlight section was... I don't know. I'm afraid not too many people clicked on them (at least not the daily mystery... ) but that might be just my impression. Anyways: I think you found a pretty good solution!\nIn which intervals will the main banner switch?\nI would just have one suggestion and that is to let the collections rotate (like it shows 3 different collections every 30 seconds...) so that all of them will be noticed.\nGreat job!"", ""I like the new look of Tapastic now.But I can't find the feeds anymore. Feeds like 'best new webcomics' and such..."", ""@Chuckles yeah! I used that section the most  http://tapastic.com/feeds/best-new-webcomics9\nI guess it didn't get many clicks   so sad!\nOtherwise, it's a great update! I hope it works even better than before. =)"", 'True that! Forgot to mention it. Best new webcomics is something that I would like to see on the front page too. Also maybe a ""last updated"" section (to find new and not so new (but maybe less known) comics aside of the  new and noteworthy section. Just a thought^^', ""There used to be a superhero category, in fact there used to be two different superhero categories.  Now there are none.  I'm sure I speak for all us superhero comics, we want our category back.\nSunday-Superheroes1"", ""Don't worry, best new webcomics (aka Daily Comics) isn't going away! "", ""i have to say, im liking the site updates in tapstic more and more! the interface is simple yet effective, and its becoming less cluttered and more user-friendly!\ncan't think of anything to criticize right now other than what has been stated above, keep up the great work guys!"", ""It looks great, but if it weren't for @felipechoque's link, I wouldn't have been able to find the usual feed I go to for fresh best-new webcomics. I'm a bit sad that it wasn't included on the homepage... unless I just can't find the gosh darn link/button for it. Erk! >_> "", ""\n\nSMYoshi:\nIt looks great, but if it weren't for @felipechoque's link, I wouldn't have been able to find the usual feed I go to for fresh best-new webcomics. I'm a bit sad that it wasn't included on the homepage... unless I just can't find the gosh darn link/button for it. Erk! >_>\nWe moving it to a more accessible location in the near future  "", 'Great! Glad to hear. ^_^', ""thanks a lot!!  That's a relief, I love that section =)"", 'I love the new look, thanks for the hard work!  \n\n\ntaihendechu:\nAlso maybe a ""last updated"" section (to find new and not so new (but maybe less known) comics aside of the  new and noteworthy section. Just a thought^^\nI agree! We have this on the Spanish webcomics community I frequent, and it has helped me discover lots of new comics. It gives everybody a couple of minutes on the front page. The only thing you need to pique people\'s curiosity is a good title (or chapter/page title) and an interesting thumbnail or comic avatar.', ""Don't worry, it'll be back on the homepage soon!  In the meantime, feel free to bookmark this page: http://tapastic.com/feeds/best-new-webcomics4"", ""We plan on adding a ton of new collections to help readers discover all the great series on Tapastic. I'm very sure a super hero collection will be made sometime in the near future. Stay tuned. "", 'Thanks! We do it for you guys.  ', 'http://tapastic.com/series/browse/navigate?pageNumber=1&genreIds=&sortKind=RECENT&listType=false10I just started to do this recently...']",10/2/2014 6:41
100,THIS FRIDAY: Tapastic Facebook AMA!,Announcements,[],"Hey everyone! My name is feyuca and I'm the artist of Two Cent Slice! 
I'm hosting a AMA (ask me anything) over @ www.facebook.com/tapastic3 on FRIDAY, 10/3! 
The event will be live from 1-4 PM PST and I'll be responding to whatever questions you have about life, comics, tapastic and doing drawings to any prompts you leave in the comments! Comments with the most likes get highest priority!
Help make this event a success by LIKING and SHARING the facebook post when the time comes! The better this goes, the more events we can host like this! Thanks!
Questions? Comments? SEE YOU THERE!
2[[ http://tapastic.com/episode/646232 ]]",[],0
101,NOTICE: New Ad Server may temporarily affect your Ad Revenue,Announcements,[]," 
At the end of this month (August), Tapastic will be switching to a new ad server. This change will improve our Ad Revenue Program experience, but it may result in temporary service interruption for advertising. To elaborate, Tapastic.com will be up and running, but ad banners may not load from time to time. During this period, we ask for your patience.
What does this all mean?
No more Publisher Portal
Currently, creators are required to log into Publisher Portal, or a separate page, to track ad revenue. We are using a third-party software. Publisher Portal will go away with this update in September.
Ad Revenue tracking on Dashboard
We are continuing to improve our creator Dashboard. In addition to tracking your series performance, creators will soon be able to directly track monetization including earnings from the Support Program and Ad Revenue Program.
Ad Revenue Program Eligibility
Creators email us all the time to see if they are eligible for Ad Revenue Program. Although our staff does a great job sending out invitations when creators become eligible, we want to make the process more transparent. Soon, creators will be able to directly check eligibility on Tapastic.
A lot of exciting updates coming soon! Thank you for being a part of Tapastic!","[""\nminhokimme:\nAd Revenue tracking on DashboardWe are continuing to improve our creator Dashboard. In addition to tracking your series performance, creators will soon be able to directly track monetization including earnings from the Support Program and Ad Revenue Program.\nI'm not even a part of the Ad Revenue program and this already sounds a lot more efficient than logging into a separate page. Think we could get that set up for the forums at some point ?  lol jk wonderful work guys \n \n\nminhokimme:\nCreators email us all the time to see if they are eligible for Ad Revenue Program. Although our staff does a great job sending out invitations when creators become eligible, we want to make the process more transparent. Soon, creators will be able to directly check eligibility on Tapastic.\nAgain, a lot more efficient than before. You guys are always coming up with stuff to make navigating and operating a lot smoother. \nThis is just a suggestion on my part that doesn't and probably WON'T happen for a LONG time lol but what I would love to see in the near or far future is for the forums to become a stronger part of the website. Right now, the forums are very disconnected from the website in the sense that there are people that use it, but there isn't a lot of crossing-over between the two. It would be nice to see the forums become better integrated into the website so they don't seem so separate and disconnected. Again though, if this is something that ever happens, it probably won't happen for a long time lol Just keep up the awesome stuff you're doing now! ~"", 'Yes...we probably need to rework the forum in the future. One step at a time~  ', ""All those improvements sound like improvements! That's quite exciting and it's really great to know how much work the team is putting into constantly enhancing the experience. rains cookies\nI agree with Uzuki on the forum aspect, but yes, once step at a time. Keep on the awesome work, folks! OuO"", 'Finding good CPM information online is next to impossible, so it is hard to figure out what the threshold for ad revenue is.  Do I need 25,000, 40,000 or 60,000 views a month to crawl over that barrier?  I realize CPM fluctuates, but having at least a vague idea of the target would be nice.', ""@swallowsofdoo - Hey Monty - We are working on building in that feature into our dashboard. It'll be much more clear soon. Thx!  ""]",8/6/2014 17:00
102,"Tapastic Update: Comment Upvoting, Supporter and Creator Badges, Navigation Changes, and More",Announcements,[],"Ello Ello Tapastic!
We've got some exciting updates to announce this week!
Commenting Improvements
We've decided to make a few changes to episode commenting to help create richer discussions between creators and readers.
Upvoting
First and foremost, we've added upvoting! If there is a particular comment you want to stand out amongst the others, give it an upvote! You can also downvote as well if you think a comment is distasteful. We hope that this added functionality will put more meaningful comments in focus.
 
New Supporter and Creator Badges
We've added special badges for comic creators and their supporters to appear next to their profile thumbnail in a comment thread.
 
If you are a creator of a particular series, you will receive a special ""creator"" badge. This will help readers easily identify you in the midst of a big comment thread.
 
If you are a supporter of a particular series, you will receive a special supporter badge next to your avatar. Why? Because you are awesome and creators want to know who their supporters are. Want the badge? Start supporting these creators for their hard work. Please note that this will only appear if you are commenting on a series made by a creator you are currently supporting.
Comment Display Changes
We decided to show the top 3 comments in a comment thread after each episode to encourage more discussion.
Navigation Button Improvements
We also made a few updates to the next, previous, and top navigation buttons on the series page to give better descriptions of the content within a series and to inform a reader what's up next.

Pasted image1024x641 895 KB
 
Default Series Format will be Last Episode First
We've changed the default viewing of a comic series from ""first-to-last""  to ""last-episode-first"".  In other words, if you view a comic for the first time, you will see the last episode of that comic series first. Why the change? We received a lot of feedback that  readers like to view the latest and greatest comics first, unless the series happens to be in a serial format.  In order to accommodate  serial comic series, getting to the first episode is just one click away in the upper right hand corner of the series page. Piece of cake.
Keep in mind that if you have already started reading a comic, Tapastic will save where you left off. No need to worry about this update affecting where you left off in a particular series. As long as you have a Tapastic account, your spot is saved on our website and apps.
Please give us your feedback below! Thanks for being awesome!","[""The first 3 comments thing is kinda weird. Keeping all comments hidden at the start may be nicer. Adding nesting comments might encourage discussion more. I really like the badges though that's a grand idea. As to the nav button idea, a undo accidental jump to the start of a 100 page comic that you're up to date on might be nice because I just had that problem while reading Strays. "", ""I think it's nice that the comments are showing now, it was weird for me that they were hidden by default. But maybe add an option for creators to make them hidden again, if they don't want them?\nAnd I love the navigation buttons, really helps when reading a long comic!  And I like the Last episode first format, because there were comic that I read somewhere else before, and it was kinda annoying to scroll though all the comic to find where I left off."", 'Oh the I like having the comments as shown, but only the top 3 is confusing because the current implementation includes responses in that count. The nav button is great too and I know a couple of comics that it would have been nice for too and hopefully it will be useful for a few more. ', 'Awesome! I like the new changes, all of them. Showing comments immediately works nice for me so far, but I gotta use these new changes a little more to be sure. But everything looks improved so far!  ', '\n\nbrianorlando:\nDefault Series Format will be Last Episode First\nI like this. Mostly because I\'m always concerned about people seeing my own comic from the first episode and then ONLY reading that episode (or the first two/three) and then not liking it, because my comic changes its style and quality so much after about 20 comics or so. I just don\'t want people to be turned off by the ""pilot"" episodes when the comic was first starting and experimenting with its style x3 So I support this 100% <3', ""I definitely like the badges and upvoting/downvoting function for the comments section! Haha it's nice to see the 'creator' badge next to your name. Makes me feel validated. The navigation is great too, makes things a little more smooth. Thanks for all the hard work!:)"", ""Got to say, loving that badge. Was pleasantly surprised by it while replying to commenters today, and I have to say, it's a cool addition. ^^"", ""Same as SMYoshi, I just replied to a comment today and oh, nice badgey! That's a great thing I think, I'm very happy with it! And I like the up and downvoting too, because sometimes I really feel like upvoting things OuO\nI'm also happy that the discussions are shown some more again because I do find that it encourages discussion. I like comments so much, and it's also nice to see what other people write, but I was less tempted to look when all the comments were hidden.\nThat's a nice bunch of changes!"", 'Love the updates, thank you. ', 'All the comics I have subcribed went back to episode 1 and I had to scroll down a lot to get to the newest episode T_T And I accidently press the back to ep 1 once and...it was a really, really long way down T_T It wasn\'t the ""latest ep first"" also D:?', 'Aww, yeah normally it should be the last first indeed... maybe a little bug occured??', ""I saw that upvoting now has the feature to see the names of voters when the icon is hovered (like on Disqus), and you can click the names of voters. That's great!"", ""It all seems great, though I'm having a migraine and bit trouble reading the tiny black text on the white background because it sends me nasty daggers to my brain.\nBut yey! Development and stuff!! <3""]",8/8/2014 3:13
103,Tapastic Update: New Homepage Design Update and More,Announcements,[],"Hello Tapastic!
In case you haven't noticed yet, we've updated our homepage5!

signedouthomepage.jpg1440x1488 364 KB
 
Pretty snazzy, eh?
""Read Comics, Support Creators"": this is what Tapastic is all about. We wanted to make sure this message was super clear to all new and existing Tapastic readers and creators. Also, as many of you already know, we have ""Comics For Everyone"" —not just about valiant super heroes or maniacal villains, but about life, love, cats, zombies and everything you can possibly imagine. Tapastic is for all walks of life and we wanted to make that known to the world.
In addition to better explaining our message, we feel as though this design update allows us to clearly define the benefits of Tapastic while still showcasing our favorite creators and comics. If you refresh the page, you will notice that a random creator and their series is displayed with a large cover banner as the background. This will be continuously updated by our staff. Some of the creators we are showcasing right now include Devin, Kelly, and Feyuca, but we plan on adding lots more. Creators, we will contact you!
Keep in mind, you will only see the homepage like this if you are signed out of your Tapastic account. Feel free to log out to see it for yourself.
Minor Updates
-Footer design update
-Minor styling tweaks around the website
Stay tuned for more updates to come. Believe me, it only gets better and better. Please give us your feedback below. Thanks for continuing to be the most awesome community of readers and creators in the universe. Until next time!","[""Hey! For some reason, I've seen feedback on another forum topic here: http://forums.tapastic.com/t/new-index-page-of-tapastic/6655\nAs for the small changes, so far everything looks super good. I love the overall feel and design of the site, it's clean and sophisticated and that's why I choose it as my number 1 publishing platform. \nAbout the index though, (as some of us talked on the topic I mentioned before,  I think maybe asking to join without showing what's all about feels kinda pushy. Tumblr gets away because they're hiper famous I guess, But I don't know if Tapastic should use that strategy.It looks cool though, but showing some attractive links to actual comics alongside that index could be attractive too.\nThat's what I have to say for now, thanks for the good work!""]",8/21/2014 18:02
104,Tapastic Launches the Support Program for Comic Creators at our 1st SDCC,Announcements,[],"
comic-con_logo.png1000x1230 88.2 KB
 
Tapastic cordially invites comic creators and the media to join us at our booth 1703 to celebrate our 1st San Diego Comic-con International. Come grab a free coffee mug and also enjoy cup ice coffee and other snacks to munch on. 
In less than 2 years, Tapastic has become the #1 self-publishing platform for indie comic creators in the U.S. with nearly 3,000 comic series and 50,000 comic episodes. 
Simply put, comic creators love us for:

Getting their comics FINALLY discovered 
Equipping them with powerful tools to grow their readership 
Helping them monetize their content


Screenshot 2014-07-16 14.24.23.png612x615 40.7 KB
 It gets even better with the launch of our Support Program 2.012. For less than the price of a cup of coffee each month, fans can directly support their favorite creators. 
To learn more, come talk to us at our booth 1703, or check out our

Fact Sheet5
Info: Tapastic for Comic Creators6
Reply or Email us at hello@tapastic.com

Looking forward to talking to you soon!","['Sweet deal guys! I\'ll stop by and say ""hi"" before the show and grab a mug! Going to be set up at table L-09 in the small press section!', 'Im still waiting for you guys to make it up to Canada land.\nCOME VISIT ME', 'Congratulations! This is big news!', 'Thanks for the awesome mug guys!! This is a really, really great comics community to belong to and I hope that the future will remain bright for you guys for a long time to come! It was great to meet everyone!', 'At some point come to ACen, or someplace in the midwest!', 'Have fun at comicon guys! ']",7/23/2014 14:45
